	Freq
influence_creativity	0
influence_dependent	0
influence_dynamic	0
influence_emergence	0
influence_ethical	0
influence_feeling	0
influence_firm	0
influence_follower	0
influence_interaction	0
influence_leader_follower	0
influence_level	0
influence_mechanism	0
influence_national	0
influence_organisational	0
influence_peer	0
influence_subordinate	0
influence_support	0
influence_vacuum	0
influential_review	0
informal_leader	0
informal_leadership	0
informal_network	0
informal_social	0
informant	0
information_advice	0
information_control	0
information_decision	0
information_decision_make	0
information_elaboration	0
information_flow	0
information_idea	0
information_knowledge	0
information_process	0
information_processing	0
information_resource	0
information_source	0
informational_aspect	0
informational_influence	0
informative	0
infraction	0
ingratiation	0
inhabitant	0
inhibition	0
initial_attempt	0
initial_development	0
initial_expectation	0
initial_level	0
initial_relationship	0
initiate_structure	0
initiation_consideration	0
initiation_structure	0
injury_rate	0
injury_record	0
injustice	0
innate	0
innovate	0
innovation_change	0
innovation_creativity	0
innovation_diffusion	0
innovation_institutionalization	0
innovation_performance	0
innovation_process	0
innovation_product	0
innovation_school	0
innovation_supportive_climate	0
innovation_transformational_leadership_theory	0
innovative_behavior	0
innovative_climate	0
innovative_creative	0
innovative_idea	0
innovative_strategy	0
innovative_think	0
innovative_way	0
innovativeness	0
insight	0
insight_process	0
insight_understanding	0
insightful	0
inspiration_motivation	0
inspirational	0
inspirational_appeal	0
inspirational_communication	0
inspirational_leadership	0
inspirational_motivation	0
inspirational_skill	0
inspirator_role	0
inspire_follower	0
inspiring	0
inspiring_follower	0
instance_employee	0
instance_manager	0
instance_student	0
instance_task	0
instigate	0
institutional_driver	0
institutional_environment	0
institutional_position	0
institutional_upheaval	0
institutionalization	0
institutionalize	0
institutionalize_organizational	0
instructional	0
instructional_leadership	0
instructive	0
instructor	0
instrumental_expressive	0
instrumental_leadership	0
instrumental_network	0
instrumental_supportive	0
insufficient_specification	0
intact_group	0
integral_component	0
integration_model	0
integration_theory	0
integrative_approach	0
integrative_model	0
integrative_public	0
integrative_review	0
integrative_theory	0
integrative_understanding	0
integrity_ability	0
intellectual_ability	0
intellectual_capacity	0
intellectual_stimulation	0
intelligence_emotional	0
intelligence_leadership	0
intelligence_masculinity	0
intelligence_related	0
intelligence_strength	0
intelligence_test	0
intelligent_leader	0
intelligent_social	0
intention_report	0
intention_support	0
inter_firm	0
interact_team	0
interaction	0
interaction_customer	0
interaction_direct	0
interaction_individual	0
interaction_leader_follower	0
interaction_leader_subordinate	0
interaction_model	0
interaction_process	0
interaction_subordinate	0
interaction_term	0
interactional_justice	0
interactionism	0
interactionist_approach	0
interactive_group	0
interactive_model	0
interactive_organizational_outcome	0
interactive_process	0
interchangeable	0
interdependent	0
interdisciplinary	0
interest_employee	0
interest_group	0
interest_organization	0
interest_time	0
interesting_approach	0
interesting_avenue	0
interesting_finding	0
interesting_model	0
interesting_note	0
interesting_possibility	0
interesting_question	0
interesting_result	0
interesting_study	0
interfollower	0
interfollower_process	0
intergroup_behavior	0
intergroup_comparison	0
intergroup_relation	0
internal_attribution	0
internal_consistency	0
internal_control	0
internal_effectiveness_level	0
internal_focus	0
internal_integration	0
internal_locus_control	0
internal_school	0
internal_work_locus	0
internalization	0
international_competition	0
international_human	0
internet	0
interorganizational	0
interpersonal	0
interpersonal_attraction	0
interpersonal_behavior	0
interpersonal_communication	0
interpersonal_conflict	0
interpersonal_dynamics	0
interpersonal_exchange	0
interpersonal_help	0
interpersonal_interaction	0
interpersonal_process	0
interpersonal_relation	0
interpersonal_relationship	0
interpersonal_sensitivity	0
interpersonal_skill	0
interplay	0
interpretation_event	0
interpretation_result	0
interpretive_style	0
intervention_strategy	0
intervention_study	0
intolerance	0
intra_group	0
intra_organizational	0
intrapersonal	0
intrapersonal_interpersonal	0
intriguing	0
intrinsic_extrinsic	0
intrinsic_motivation	0
intrinsic_reward	0
introduction_background	0
introductory	0
introspective	0
introversion	0
intuition	0
intuitive	0
intuitive_appeal	0
invariance	0
inverse_relationship	0
investment_decision	0
investment_human	0
investment_organization	0
involved_decision_make	0
involved_process	0
irrespective	0
irritation	0
isomorphic	0
issue_address	0
issue_related	0
issue_relevant	0
japanese_study	0
jealousy	0
job_assignment	0
job_attitude	0
job_behaviour	0
job_contexts	0
job_description	0
job_design	0
job_dissatisfaction	0
job_duty	0
job_enrichment	0
job_involvement	0
job_knowledge	0
job_level	0
job_managerial	0
job_motivation	0
job_performance	0
job_related	0
job_relevant	0
job_responsibility	0
job_satisfaction	0
job_significance	0
job_stress	0
job_task	0
jobholder	0
john_hemphill	0
john_kennedy	0
joint_decision_make	0
joint_organizational_outcome	0
joint_venture	0
joy_peace_serenity	0
judge_bono	0
judge_piccolo	0
jung_avolio	0
jung_sosik	0
junior_leader	0
junior_member	0
juxtapose	0
kabacoff_stoffey	0
kahai_avolio	0
kaltmans_analysis	0
kaltmans_writings	0
katz_kahn	0
kazakhstan_kyrgyzstan	0
kerr_jermier	0
kerr_jermiers	0
kind_charismatic_leadership_theory	0
kind_information	0
kind_leadership	0
kind_organization	0
kind_relationship	0
kind_situation	0
kirkpatrick_locke	0
knippenberg_sitkin	0
knippenberg_van	0
knowledge_ability	0
knowledge_acquisition	0
knowledge_application	0
knowledge_base	0
knowledge_empirical	0
knowledge_experience	0
knowledge_expertise	0
knowledge_innovative	0
knowledge_interest	0
knowledge_lean	0
knowledge_management	0
knowledge_skill	0
knowledge_technology	0
knowledge_transfer	0
knowledge_worker	0
korea_usa	0
korean_public	0
kotter_heskett	0
kouzes_posner	0
kozlowski	0
kozlowski_klein	0
krackhardt	0
laboratory_experiment	0
laboratory_field	0
laboratory_group	0
laboratory_setting	0
lack_ability	0
lack_agreement	0
lack_attention	0
lack_clarity	0
lack_clear	0
lack_confidence	0
lack_empirical	0
lack_experience	0
lack_independence	0
lack_integration	0
lack_motivation	0
lack_strong	0
lack_structure	0
lack_theoretical	0
laissez_faire	0
laissez_faire_leadership	0
laissez_faire_style	0
layperson	0
leader_adaptability	0
leader_agreeableness	0
leader_articulation	0
leader_assertive	0
leader_assessment	0
leader_attempt	0
leader_attribution	0
leader_authenticity	0
leader_authority	0
leader_avoidant	0
leader_aware	0
leader_bear	0
leader_behavior	0
leader_behaviour	0
leader_benevolence	0
leader_benevolent	0
leader_capable	0
leader_characteristic	0
leader_charge	0
leader_commitment	0
leader_communication	0
leader_considerateness	0
leader_consideration	0
leader_credibility	0
leader_credit	0
leader_decision	0
leader_decision_make	0
leader_decrease	0
leader_depressive	0
leader_desire	0
leader_directive	0
leader_directiveness	0
leader_ego	0
leader_emb	0
leader_emergence	0
leader_employee	0
leader_employee_relationship	0
leader_employee_stress	0
leader_exercise	0
leader_exhibit	0
leader_expect	0
leader_express	0
leader_extraordinary	0
leader_fairness	0
leader_flexibility	0
leader_follower	0
leader_follower_attachment	0
leader_follower_base	0
leader_follower_congruence	0
leader_follower_context	0
leader_follower_exchange	0
leader_follower_group	0
leader_follower_interaction	0
leader_follower_match	0
leader_follower_relation	0
leader_follower_term	0
leader_follower_theory	0
leader_foster	0
leader_goal_achievement_group_support	0
leader_group_member	0
leader_group_orientedness	0
leader_humble	0
leader_humility	0
leader_influence	0
leader_influential	0
leader_information	0
leader_integrity	0
leader_intelligence	0
leader_intervention	0
leader_involve	0
leader_korean	0
leader_level	0
leader_likability	0
leader_lower_level	0
leader_master	0
leader_match	0
leader_member	0
leader_member_dyad	0
leader_member_group	0
leader_member_interaction	0
leader_member_network	0
leader_member_relation	0
leader_mood	0
leader_motivation	0
leader_motive_profile	0
leader_narcissism	0
leader_network_tie	0
leader_non_leader	0
leader_outcome	0
leader_performance	0
leader_personal_resource	0
leader_position_power	0
leader_power	0
leader_prototypical	0
leader_pseudo	0
leader_psychological_resource	0
leader_rate	0
leader_rating_follower	0
leader_referent	0
leader_reputation	0
leader_request	0
leader_responsible	0
leader_reverence	0
leader_role	0
leader_selection	0
leader_self_awareness	0
leader_self_sacrifice	0
leader_sensitivity	0
leader_shape	0
leader_sponsor	0
leader_status_organization	0
leader_stress_be	0
leader_style	0
leader_subordinate	0
leader_subordinate_exchange	0
leader_subordinate_interaction	0
leader_support	0
leader_symbol	0
leader_target_evaluation	0
leader_task	0
leader_team_member	0
leader_train	0
leader_trait	0
leader_visionary	0
leader_willing	0
leader_wish	0
leaderbase	0
leadership_action	0
leadership_behavior	0
leadership_capability	0
leadership_capacity	0
leadership_categorization	0
leadership_competency	0
leadership_construal	0
leadership_creativity	0
leadership_creativity_innovation	0
leadership_criterion	0
leadership_dynamics	0
leadership_emergence	0
leadership_endorsement	0
leadership_global	0
leadership_grid	0
leadership_group	0
leadership_group_level	0
leadership_group_member	0
leadership_group_process	0
leadership_image	0
leadership_intervention	0
leadership_knowledge_creation	0
leadership_late	0
leadership_level	0
leadership_level_analysis	0
leadership_make_model	0
leadership_management	0
leadership_management_commitment	0
leadership_manipulation	0
leadership_matter	0
leadership_mode1	0
leadership_network_structure	0
leadership_organisational	0
leadership_paradigm	0
leadership_performance	0
leadership_phenomenon	0
leadership_practice_front_line	0
leadership_practice_inventory	0
leadership_prescription	0
leadership_process	0
leadership_public	0
leadership_questionnaire	0
leadership_reality	0
leadership_region	0
leadership_role_responsibility	0
leadership_satisfaction	0
leadership_scale	0
leadership_school_improvement	0
leadership_skill	0
leadership_small_group	0
leadership_student_academic	0
leadership_studies	0
leadership_style	0
leadership_substitute	0
leadership_success	0
leadership_support	0
leadership_team_psychological	0
leadership_theorist	0
leadership_training	0
leadership_tridimensional_leadership_effectiveness_model	0
leadership_trust	0
leadership_virtual	0
lean_production	0
lean_system	0
learn_leader	0
learn_leadership_model	0
learner	0
learning_application	0
learning_culture	0
learning_experience	0
learning_organization	0
learning_process	0
learning_student	0
learning_theory	0
legacy	0
legitimacy_leader	0
legitimate_power	0
legitimize	0
leithwood_jantzi	0
length_time	0
level_agreement	0
level_analysis	0
level_analysis_entity	0
level_analysis_framework	0
level_analysis_individual	0
level_analysis_target	0
level_analysis_theoretical	0
level_autonomy	0
level_burnout	0
level_business	0
level_competence	0
level_education	0
level_employee	0
level_five	0
level_five_leadership_model	0
level_five_leadership_model_style	0
level_individualism	0
level_innovation	0
level_integration	0
level_intrinsic	0
level_job	0
level_management	0
level_maturity	0
level_measurement	0
level_moderate	0
level_motivation	0
level_organization	0
level_participation	0
level_performance	0
level_physiological	0
level_power_distance	0
level_readiness	0
level_scholarly	0
level_self_identity	0
level_stress	0
level_task	0
level_team_member	0
level_technological	0
level_uncertainty	0
library_organizational	0
library_science	0
life_burnout	0
life_characteristic	0
life_hospitality	0
life_narrative	0
life_positive	0
life_story	0
lifetime_employment	0
light_finding	0
linguistic	0
link_attachment	0
link_effective	0
link_empowerment	0
link_ethical_leadership_theory	0
link_follower	0
link_job	0
link_leader	0
link_leadership	0
link_mission	0
link_organizational	0
link_transactional_transformational_leadership_model	0
link_transformational_leadership_theory	0
linkage_organizational	0
listener	0
local_knowledge	0
locus	0
long_history	0
long_period	0
long_term_organizational_outcome	0
long_term_relationship	0
long_term_service	0
long_term_wealth	0
long_time	0
longer_term	0
longer_time	0
longevity	0
lord_associate	0
lord_brown	0
lord_colleague	0
lord_dinh	0
lord_hall	0
lord_maher	0
lord_mahers	0
loss_charismatic_leadership_theory	0
low_anxiety	0
low_characteristic	0
low_characteristic_exchange	0
low_consideration	0
low_control	0
low_emotional	0
low_maturity	0
low_moderate	0
low_neuroticism	0
low_performer	0
low_power	0
low_power_distance	0
low_priority	0
low_relationship	0
low_risk	0
low_salience	0
low_self_esteem	0
low_stress	0
low_structure	0
low_supportive	0
low_task	0
low_uncertainty	0
low_vertical_dyad_linkage_theory	0
lowe_kroeck	0
loyal	0
loyalty	0
loyalty_commitment	0
loyalty_deference	0
luthans_avolio	0
machiavellianism	0
mackenzie_moorman	0
mackenzie_williams	0
macrae_bodenhausen	0
macro_environment	0
macro_level	0
magical	0
maintenance_oriented_leadership	0
maitlis_sonsenhein	0
make_decision	0
makeup	0
malay_society	0
malaysia_rank	0
malaysian_manager	0
malaysians	0
malaysias	0
male_dominate	0
male_stereotype	0
malleable	0
manage_exception	0
management_by_exception	0
management_exception	0
management_exception_active	0
management_human	0
management_level	0
management_literature	0
management_objective	0
management_philosophy	0
management_position	0
management_scholar	0
management_strategy	0
management_textbook	0
management_theorist	0
management_tool	0
manager_aware	0
manager_competence	0
manager_concerned	0
manager_country	0
manager_department	0
manager_enactment	0
manager_exercise	0
manager_exhibit	0
manager_face	0
manager_human	0
manager_influence	0
manager_job	0
manager_participative	0
manager_peer	0
manager_perception	0
manager_performance	0
manager_rate	0
manager_relationship_oriented	0
manager_report	0
manager_responsible	0
manager_score	0
manager_staff	0
manager_subordinate	0
manager_successful	0
manager_type	0
manager_worker	0
managerial_activity	0
managerial_behavior	0
managerial_behaviour	0
managerial_control	0
managerial_decision	0
managerial_implication	0
managerial_level	0
managerial_performance_emphasis	0
managerial_practice	0
managerial_work	0
manipulate_member	0
mann_review	0
mann_stogdill	0
manner_consistent	0
manns_review	0
manual	0
manufacturing_company	0
manufacturing_environment	0
manufacturing_flexibility	0
manufacturing_manager	0
manufacturing_strategy	0
marker_charismatic_leadership_theory	0
marker_leader	0
martinko_gardner	0
masculine	0
masculine_model	0
maslows_hierarchy	0
match_follower	0
match_leader	0
match_organizational	0
match_process	0
match_situation	0
match_style	0
matching_process	0
material_psychological	0
matrix_organization	0
matten_moon	0
matter_member	0
mature_employee	0
maturity_client	0
maturity_follower	0
maturity_level	0
max_weber	0
mayer_salovey	0
mba_student	0
mcadams	0
mcclelland	0
mcclellands	0
mcgregors_theory	0
meaning_work	0
meaningful_follower	0
meaningful_work	0
meaningfulness_work	0
measurable	0
mechanism_individual	0
mechanism_influence	0
mechanism_link	0
mechanism_transformational	0
mechanistic	0
mechanistic_organization	0
media_richness_moderate	0
mediating_mechanism	0
mediating_role	0
mediation_analysis	0
mediation_mechanism	0
mediation_model	0
mediator_moderator	0
mediator_relationship	0
mediator_transformational_leadership_theory	0
medical_model	0
medium_enterprise	0
medium_size	0
meeting_expectation	0
member_ability	0
member_centrality	0
member_challenge	0
member_confidence	0
member_contact	0
member_contribution	0
member_coordinate	0
member_diverse	0
member_dyad	0
member_effort	0
member_equal	0
member_experience	0
member_express	0
member_feeling	0
member_group_organization	0
member_higher	0
member_identification	0
member_input	0
member_intention	0
member_label	0
member_motivated	0
member_network	0
member_out_group	0
member_participative	0
member_perception	0
member_prevention	0
member_reaction	0
member_report	0
member_skill	0
member_top_management	0
member_vertical_dyad_linkage_theory	0
member_willingness	0
member_workgroup	0
membership_group	0
membership_stability	0
mental_health_outcome	0
mental_model	0
mentor_coach	0
mentoring	0
mentorship	0
message_analysis	0
message_employee	0
message_evaluation	0
metacognitive	0
microleadership	0
middle_management	0
middle_manager	0
middle_organizational_level	0
military_area	0
military_officer	0
military_setting	0
millennium	0
mind_colleague	0
mind_ehrlich	0
mind_follower	0
mind_individual	0
mind_point	0
mind_present	0
mindedness	0
minimum_level	0
minimum_number	0
ministry_education	0
minor_injury	0
mission_appealing	0
mission_charismatic_leadership_theory	0
mission_statement	0
mistrust	0
mix_method	0
mix_organizational_outcome_model	0
mix_result	0
mix_support	0
mobilize	0
mode_behavior	0
mode_governance	0
model_address	0
model_antiprototype	0
model_attachment	0
model_behavior	0
model_behaviour	0
model_building	0
model_consistent	0
model_guide	0
model_hersey_blanchard_situational_leadership_model	0
model_highlight	0
model_ideal	0
model_leadership	0
model_link	0
model_match	0
model_multifactor	0
model_present	0
model_relationship	0
model_schema	0
model_strength	0
moderate_contextual	0
moderate_efect	0
moderate_factor	0
moderate_gender	0
moderate_influence	0
moderate_leader	0
moderate_level	0
moderate_multiple	0
moderate_relationship_antecedent	0
moderate_relationship_contingent	0
moderate_relationship_non_contingent	0
moderate_role	0
moderate_transactional_transformational_leadership_model	0
moderate_variable	0
moderation_organizational_outcome	0
moderator	0
moderator_contingent	0
moderator_leader	0
moderator_mediator	0
moderator_organizational_outcome	0
modern_organization	0
modesty	0
monitor_follower_behavior	0
monograph	0
monological	0
monte_carlo	0
moorman	0
moral_agency	0
moral_agent	0
moral_approach	0
moral_benevolent	0
moral_component	0
moral_conviction	0
moral_correctness	0
moral_development	0
moral_efficacy	0
moral_ethical	0
moral_identity	0
moral_integrity	0
moral_leadership	0
moral_manager	0
moral_obligation	0
moral_person	0
moral_reasoning	0
moral_standard	0
moral_value	0
moral_worth	0
morale_performance	0
morality	0
motivate_follower	0
motivate_subordinate	0
motivate_team_member	0
motivated_behavior	0
motivated_work	0
motivated_worker	0
motivating	0
motivating_employee	0
motivating_follower	0
motivation_ability	0
motivation_action	0
motivation_commitment	0
motivation_leader	0
motivation_leadership	0
motivation_performance	0
motivation_satisfaction	0
motivational	0
motivational_approach	0
motivational_characteristic	0
motivational_construct	0
motivational_disposition	0
motivational_factor	0
motivational_force	0
motivational_mechanism	0
motivational_model	0
motivational_process	0
motivational_state	0
motivational_theory	0
motive_ability	0
motive_arousal	0
motive_follower	0
motive_value	0
multilevel_analysis	0
multilevel_approach	0
multilevel_framework	0
multilevel_issue	0
multilevel_leadership	0
multilevel_model	0
multilevel_technique	0
multilevel_theory	0
multiple_analysis	0
multiple_case	0
multiple_correlation	0
multiple_cue	0
multiple_domain	0
multiple_factor	0
multiple_form	0
multiple_hierarchical	0
multiple_influence	0
multiple_level	0
multiple_level_analysis	0
multiple_level_approach	0
multiple_linkage_model_leadership	0
multiple_linkage_model_leadership_leadership	0
multiple_meaning	0
multiple_member	0
multiple_method	0
multiple_reality	0
multiple_sample	0
multiple_self_identity	0
multiple_source	0
multiple_type	0
multiple_way	0
multisource_data	0
mumford_van	0
mutual_influence	0
mutual_obligation	0
mutual_trust	0
mutual_understanding	0
myers_briggs	0
myth	0
narcissism	0
narcissist	0
narcissistic	0
narcissistic_explanation	0
narcissistic_leader	0
narcissistic_style	0
narrative_review	0
narrow_focus	0
nation_manager	0
national_context	0
national_contexts	0
national_culture	0
national_health	0
national_identity	0
nationality_educational	0
natural_selection	0
nature_emergence	0
nature_exchange	0
nature_organisational	0
nature_phenomenon	0
nature_relationship	0
nature_sample	0
nature_task	0
nature_transformational	0
nature_work	0
navigate	0
need_achievement	0
need_change	0
need_influence	0
need_power	0
negative_affectivity	0
negative_aspect	0
negative_association	0
negative_behaviour	0
negative_correlation	0
negative_destructive	0
negative_event	0
negative_experience	0
negative_feeling	0
negative_form	0
negative_implication	0
negative_influence	0
negative_interaction	0
negative_loading	0
negative_low	0
negative_mental	0
negative_organizational_outcome_diversity	0
negative_outcome	0
negative_positive	0
negative_reciprocity	0
negative_reinforcement	0
negative_relationship	0
negative_response	0
negative_subordinate	0
negativity	0
negativity_bias	0
negotiate_latitude	0
neo_charismatic_leadership_theory	0
neocharismatic_leadership	0
neocharismatic_theory	0
nested	0
network_approach	0
network_contact	0
network_metric	0
network_position	0
neuberger	0
neuroscience	0
neurotic	0
neurotic_individual	0
neuroticism	0
neuroticism_extraversion	0
neuroticism_locus	0
neuroticism_related	0
new_leadership	0
new_leadership_theory	0
new_public	0
new_york	0
nomological	0
nomological_network	0
non_autocratic_leader	0
non_charismatic_leadership_theory	0
non_compliance	0
non_contingent	0
non_directive	0
non_existent	0
non_experimental	0
non_financial	0
non_hierarchical	0
non_job	0
non_job_life	0
non_leader	0
non_leadership	0
non_linear	0
non_model	0
non_model_leader	0
non_professional	0
non_routine	0
non_significance	0
non_significant	0
non_standard	0
non_threaten	0
non_traditional	0
non_transformational_leader	0
non_verbal	0
non_verbal_communication	0
non_western	0
non_white	0
norm_culture	0
norm_expectation	0
norm_reciprocity	0
norm_rule	0
norm_standard	0
norm_value	0
normative_characteristic	0
normative_commitment	0
normative_informational	0
normative_instrumental	0
normative_theory	0
norris_vecchio	0
north_america	0
note_definition	0
note_trait	0
notion_charismatic_leadership_theory	0
notion_disorder	0
notion_leadership	0
notion_transformational_leadership_theory	0
novice_member	0
nuclear_plant	0
nuclear_power_plant	0
nurse_attitude	0
nurse_education	0
nurse_evidence	0
nurse_executive	0
nurse_intent	0
nurse_job	0
nurse_manager	0
nurse_register	0
nursephysician_collaboration	0
nursing_education	0
nursing_faculty	0
nursing_profession	0
nursing_school	0
nursing_staff	0
nursing_systems	0
nurturance	0
obedient	0
object_study	0
objective_effectiveness_level	0
objective_index	0
objective_outcome	0
objective_performance	0
objective_reality	0
objective_study	0
obligation_job	0
observable_behavior	0
observation_error	0
observation_interview	0
observational	0
observe_leadership	0
observer_characteristic	0
occupational_context	0
occupational_health	0
occupational_injury	0
occupational_membership	0
occupational_safety	0
occupational_stress	0
offer_reward	0
offermann	0
oftentimes	0
ohio_state_university	0
omnibus_test	0
omnibus_testing	0
omnipotence	0
omnipotent	0
ongoing_debate	0
online	0
ontological	0
open_black	0
open_communication	0
open_democratic	0
open_door	0
open_end	0
open_individual	0
openness_change	0
openness_experience	0
operational_activity	0
operational_cost	0
operational_definition	0
operational_measure	0
operational_measurement	0
operational_people_oriented	0
operational_performance	0
operational_strategic	0
operationalization	0
operationalize	0
opinion_uniformity	0
opportunity_challenge	0
opportunity_employee	0
opportunity_future	0
opportunity_influence	0
opportunity_threat	0
optimal_leader	0
optimal_level	0
optimal_performance	0
optimal_style	0
optimism_confidence	0
optimization	0
order_change	0
order_effective	0
order_increase	0
order_test	0
order_trait	0
oreilly_chatman	0
organational	0
organic_organization	0
organisation_specific	0
organisational_behaviour	0
organisational_commitment	0
organisational_context	0
organisational_learning	0
organisational_level	0
organisational_organizational_outcome	0
organisational_performance	0
organism	0
organization_design	0
organization_face	0
organization_hierarchy	0
organization_institute	0
organization_level	0
organization_long	0
organization_management	0
organization_place	0
organization_policy	0
organization_process	0
organization_size	0
organization_stakeholder	0
organization_today	0
organization_type	0
organization_value_contribution	0
organization_wide	0
organization_work	0
organization_worth	0
organizational_assimilation	0
organizational_behavior	0
organizational_behaviour	0
organizational_boundary	0
organizational_capability	0
organizational_change	0
organizational_characteristic	0
organizational_climate	0
organizational_commitment	0
organizational_context	0
organizational_contingency	0
organizational_culture	0
organizational_demography	0
organizational_determinant	0
organizational_dynamics	0
organizational_environment	0
organizational_event	0
organizational_facilitator	0
organizational_fi	0
organizational_form	0
organizational_formalization	0
organizational_function	0
organizational_identification	0
organizational_image	0
organizational_independence	0
organizational_inflexibility	0
organizational_innovation	0
organizational_intervention	0
organizational_justice	0
organizational_learning	0
organizational_level	0
organizational_level_analysis	0
organizational_level_outcome	0
organizational_life	0
organizational_mission	0
organizational_norm	0
organizational_objective	0
organizational_outcome_aggregate	0
organizational_outcome_aspiration	0
organizational_outcome_attribution_theory_leadership	0
organizational_outcome_autocratic	0
organizational_outcome_change_individual	0
organizational_outcome_congruence	0
organizational_outcome_congruent	0
organizational_outcome_democratic	0
organizational_outcome_demographic	0
organizational_outcome_difficulty	0
organizational_outcome_implicit	0
organizational_outcome_individual_organizational	0
organizational_outcome_instructional	0
organizational_outcome_leader_member	0
organizational_outcome_management_leadership	0
organizational_outcome_mission	0
organizational_outcome_objective	0
organizational_outcome_occupational	0
organizational_outcome_oriented	0
organizational_outcome_procedural	0
organizational_outcome_pursuit	0
organizational_outcome_sacrifice	0
organizational_outcome_self_efficacy	0
organizational_outcome_situational	0
organizational_outcome_teacher	0
organizational_outcome_transactional	0
organizational_outcome_transformational_leadership_theory	0
organizational_paradigm	0
organizational_performance	0
organizational_phenomena	0
organizational_policy	0
organizational_politics	0
organizational_position	0
organizational_productivity	0
organizational_relationship	0
organizational_requirement	0
organizational_routine	0
organizational_rule	0
organizational_science	0
organizational_size	0
organizational_socialization	0
organizational_societal	0
organizational_stability	0
organizational_stakeholder	0
organizational_structure	0
organizational_subunit	0
organizational_support	0
organizational_system	0
organizational_tenure	0
organizational_transformation	0
organizational_unit	0
oriented_culture	0
oriented_organization	0
out_box	0
out_combination	0
out_function	0
out_group_member	0
out_opportunity	0
out_range	0
out_work	0
outcome_base	0
outcome_electronic	0
outcome_follower	0
outcome_linkage	0
outcome_variable	0
outcomes	0
outcomes_research	0
outside	0
outside_core	0
outside_group	0
outside_japan	0
outside_organization	0
outsider	0
outstanding_leadership	0
overall_result	0
overlap_leadership	0
palomba_banta	0
panel_data	0
pantheistic	0
paradigm	0
paradigm_focus	0
paradigm_leadership	0
paradigm_shift	0
paradox	0
paradoxical	0
parent_child	0
parent_school	0
parental	0
parental_involvement	0
parenting	0
parsimonious	0
parsimony	0
partial_mediation	0
partial_support	0
participant_attitude	0
participant_express	0
participant_observer	0
participate_style	0
participation_cooperation	0
participation_decision_make	0
participation_engagement	0
participative_achievement	0
participative_approach	0
participative_decision_make	0
participative_leader	0
participative_leadership	0
participative_management	0
participative_manager	0
participative_managerial	0
participative_style	0
participatory	0
partition_test	0
partner_performance	0
passive_leader	0
passive_leadership	0
passive_management_exception	0
passivity	0
pastor	0
paternalism	0
paternalistic_leader	0
paternalistic_leadership_theory	0
paternalistic_leadership_theory_model	0
paternalistic_leadership_theory_positive	0
paternalistic_leadership_theory_subordinate	0
paternalistic_leadership_theory_western	0
path_analysis	0
path_goal_model	0
path_model	0
path_organizational_outcome	0
pathway	0
patient_acuity	0
patient_condition	0
patient_porient	0
patientporient_culture	0
paul_hersey_blanchard_situational_leadership_model	0
pedagogical	0
pedagogy	0
peer_influence	0
peer_rating	0
peer_review	0
peer_support	0
people_approach	0
people_desire	0
people_experience	0
people_high	0
people_implicit	0
people_in_group	0
people_life	0
people_motivated	0
people_oriented	0
people_sense	0
people_willing	0
perceiver_attribution	0
perception_attitude	0
perception_bullying	0
perception_close	0
perception_crisis	0
perception_distant	0
perception_emotion	0
perception_ethical_leadership_theory	0
perception_evaluation	0
perception_extent	0
perception_influence	0
perception_interpretation	0
perception_job	0
perception_justice	0
perception_key	0
perception_procedural	0
perception_safety	0
perception_similarity	0
perception_situation	0
perception_supervisor	0
perceptual	0
perceptual_measure	0
perceptual_objective	0
perceptual_phenomenon	0
perceptual_process	0
perform_task	0
performance_appraisal	0
performance_contingent	0
performance_criterion	0
performance_cue	0
performance_customer	0
performance_data	0
performance_evaluation	0
performance_expectation	0
performance_feedback	0
performance_indicator	0
performance_objective	0
performance_organizational_outcome_approach	0
performance_oriented	0
performance_outcome	0
performance_quantity	0
performance_requirement	0
performance_resident	0
performance_standard	0
performance_stronger	0
performance_team_innovation	0
performance_turnover	0
peripheral_member	0
permissive	0
persistence	0
person_entity	0
person_organization	0
person_oriented	0
person_oriented_behavior	0
person_perception	0
person_position	0
person_potential	0
person_self_concept	0
person_situation	0
personal_ability	0
personal_accomplishment	0
personal_action	0
personal_advice	0
personal_attention	0
personal_benefit	0
personal_characteristic	0
personal_commitment	0
personal_communication	0
personal_competence	0
personal_contact	0
personal_disposition	0
personal_experience	0
personal_factor	0
personal_growth	0
personal_interest	0
personal_involvement	0
personal_mastery	0
personal_outcome	0
personal_professional	0
personal_recognition	0
personal_relationship	0
personal_responsibility	0
personal_sacrifice	0
personal_satisfaction_work	0
personal_skill	0
personal_trait	0
personal_value	0
personalism	0
personalize_approach	0
personnel_practitioner	0
personnel_resource	0
personological	0
persuade_follower	0
persuasion	0
persuasive_communication	0
persuasive_influence	0
pervasive	0
peter_drucker	0
phase_charismatic_leadership_theory	0
phase_project	0
physical_appearance	0
physical_characteristic	0
physical_mental	0
physiological	0
physiological_arousal	0
pilot_project	0
pivotal_role	0
place_emphasis	0
place_greater	0
place_high	0
place_less	0
place_organization	0
plan_coordinate	0
planning_action	0
planning_phase	0
plato	0
platoon	0
platoon_ethical_leadership_theory	0
platoon_leader	0
platoon_level	0
platow	0
plausible_explanation	0
plethora	0
podsakoff_mackenzie	0
podsakoff_niehoff	0
policy_implication	0
policy_maker	0
political_attitude	0
political_leadership	0
political_power	0
political_scientist	0
political_skill	0
politis	0
poor_group	0
poor_organizational	0
poor_performance	0
