	gram_1	gram_2	gram_3	Freq
13804	foresight	improvidence	accuracy	4
13805	preference	personalize	leadership	3
13806	organizational	behavior	management	3
13807	causal	chain	mediate	3
13808	subject	achieve	knowledge	3
13809	apparent	interaction	occur	3
13810	live	laboratory	approach	3
13811	participant	encourage	inquire	3
13812	leadership	autocratic	leadership	9
13813	economic	exchange	base	3
13814	standpoint	individual	independent	3
13815	dynamic	embedding	leadership	3
13816	extent	individual	identify	4
13817	team	leadership	style	4
13818	situational	factor	influence	3
13819	profile	leader	motive	3
13820	wide	variety	opportunity	3
13821	leadership	order	organizational	3
13822	entity	approach	pursue	3
13823	relational	leadership	address	3
13824	motivation	opportunity	manager	3
13825	connect	mind	nature	3
13826	style	direct	coaching	3
13827	understanding	leader	influence	3
13828	task	social	behavior	3
13829	related	enterprise	resource	5
13830	network	radio	frequency	3
13831	work	specification	available	3
13832	external	threat	opportunity	3
13833	transform	situational	leader	5
13834	leader	extraversion	agreeableness	6
13835	climate	moderate	relationship	4
13836	job	satisfaction	organisational	13
13837	appeal	collective	interest	3
13838	ability	influence	follower	3
13839	fertile	ground	innovation	3
13840	require	minimum	number	5
13841	party	predate	ruler	6
13842	effectiveness_level	autocratic	leadership	12
13843	characteristic	in##group	member	3
13844	performance	long	term	4
13845	see	relationship	operate	3
13846	charismatic_leadership_theory	social	relationship	4
13847	learn	fundamental	understand	3
13848	leadership	balkundi	kilduff	3
13849	early	ohio	state	3
13850	unique	variance	employee	3
13851	performance	contingent	reward	3
13852	mutual	benefit	mutual	3
13853	investigate	organizational_outcome	leadership	10
13854	leadership	style	order	3
13855	type	leader	organization	3
13856	openness	change	value	10
13857	interact	individual	such	3
13858	self	relative	follower	4
13859	realize	full	potential	3
13860	leadership	global	leadership	75
13861	creativity	innovative	behaviour	3
13862	team	member	form	3
13863	innovative	behavior	follower	4
13864	adjust	leadership	style	3
13865	relationship	individual	relationship	3
13866	task	organizational	variable	5
13867	situation	need	change	4
13868	approach	know	process	3
13869	consider	relative	individual	3
13870	share	responsibility	construction	3
13871	live	experience	sensuous	3
13872	vehicle	self	ongoing	3
13873	safety	compliance	safety	4
13874	structure	dynamic	open	3
13875	distinguishable	object	nature	3
13876	perceive	investment	human	3
13877	role	gender	role	3
13878	society	technology	education	4
13879	term	leadership	style	3
13880	group##oriented	interpersonal	aspect	3
13881	organizational_outcome	approach	perceive	8
13882	expectation	exchange	develop	3
13883	greater	number	in##depth	3
13884	emphasize	collective	identity	7
13885	formal	informal	organization	4
13886	relational	bond	develop	3
13887	contingency	leadership	theory	4
13888	involved	leadership	relationship	3
13889	long	term	idea	4
13890	kilduff	network	theory	3
13891	scholarly	productivity	nursing	4
13892	management	apply	psychology	3
13893	theory	leadership	effectiveness_level	11
13894	paternalistic_leadership_theory	model	converge	5
13895	influence	authoritarian	leadership	3
13896	inspirational	motivation	articulate	3
13897	high##power##distance	high##uncertainty	avoidance	4
13898	strategic	leadership	theory	3
13899	occupational	health	approach	3
13900	style	leadership	theory	3
13901	money	employee	decision##make	3
13902	theory	share	network	4
13903	engage	full	person	4
13904	effectiveness_level	reliability	trustworthiness	3
13905	bond	develop	leadership	3
13906	affective	relational	dimension	4
13907	multiple	construction	process	3
13908	success	define	term	3
13909	accuracy	refer	leadership	3
13910	structure	social	interdependence	3
13911	need	closure	political	5
13912	positive	relationship	employee	4
13913	maintain	status	quo	10
13914	theorist	supervisor	student	5
13915	greater	organizational_outcome	subordinate	3
13916	transformational	aspect	leadership	5
13917	subordinate	grow	succeed	4
13918	study	strategic	leadership	3
13919	integrative	public	leadership	11
13920	opportunity	learn	develop	3
13921	project	manager	competence	3
13922	network	theory	leadership	8
13923	decentralize	human	resource	6
13924	facilitate	collective	learning	3
13925	larger	relational	dynamic	3
13926	relationship##oriented	relational	interaction	3
13927	improve	productivity	reduce	4
13928	identify	relationship	people	4
13929	leadership	work	people	3
13930	influence	leadership	outcome	4
13931	social	work	leadership	3
13932	effectiveness_level	interpersonal	characteristic	4
13933	internalize	leader	value	4
13934	openness	change	conservation	3
13935	steering	employee	affective	3
13936	marker	leader	ability	6
13937	mediate	role	follower	3
13938	number	study	investigate	3
13939	influence	firm	innovation	6
13940	small	number	study	6
13941	salespeople	report	higher	3
13942	individual	leader	remove	3
13943	group	safety	climate	21
13944	leadership	recognize	form	3
13945	commitment	leader	rating	7
13946	approach	leadership	theory	7
13947	world	war	ii	16
13948	leader	display	behavior	3
13949	leadership	hold	managerial	3
13950	style	effective	situation	8
13951	plan	assimilation	phase	4
13952	organizational_outcome	know	real	3
13953	instrumental	influence##base	notion	3
13954	employee	task	performance	3
13955	focal	firm	supplier	8
13956	task	motivational	social	3
13957	future	focus	require	13
13958	high	competence	variable	9
13959	organization	improve	leader	3
13960	challenging	status	quo	4
13961	leadership	position	leader	3
13962	resource	practice	develop	3
13963	relationship	leader	behavior	35
13964	introduce	notion	multiplexity	3
13965	context	knowledge	creation	4
13966	type	leadership	style	12
13967	year	current	position	6
13968	focus	dyadic	relationship	4
13969	literature	interpersonal	affect	3
13970	three	major	category	3
13971	approach	understanding	leadership	7
13972	structure	leadership	style	8
13973	behavior	degree	leader	3
13974	follower	admire	leader	3
13975	enhance	organizational	commitment	3
13976	direct	work	effort	3
13977	participant	collaborator	partner	3
13978	approach	speak	risk	3
13979	positive	reward	behavior	4
13980	sensemake	corporate	social	3
13981	leadership	effectiveness_level	model	3
13982	laissez##faire	transactional	transformational_leadership_theory	4
13983	behaviour	nuclear	power	3
13984	individual	influence	group	3
13985	higher	radio	frequency	3
13986	hong	kong	usa	3
13987	role	self##efficacy	mediator	3
13988	position	level	education	3
13989	dansereau	alutto	yammarino	4
13990	scholar	data	collect	3
13991	link	leader	network	3
13992	comparison	social	identity	3
13993	characteristic	task	cue	4
13994	leadership	style	compare	3
13995	intrinsic	extrinsic	reward	5
13996	reflective	transformational_leadership_theory	daily	4
13997	model	define	leadership	3
13998	early	stage	development	4
13999	full	range	style	6
14000	leader	exhibit	charismatic_leadership_theory	3
14001	yield	average	size	3
14002	effective	contribution	social	3
14003	employee	organizational	citizenship	4
14004	result	author	transfer	3
14005	model	relational	leadership	3
14006	relational	process	emerge	3
14007	leader	psychological	resource	5
14008	need	closure	scale	10
14009	facilitate	task	performance	6
14010	effectiveness_level	organizational	behavior	3
14011	produce	effective	leadership	3
14012	theory	social	process	3
14013	relationship	charismatic_leadership_theory	third	3
14014	organizational	culture	learning	3
14015	consistent	earlier	study	3
14016	knowledge	creation	theory	9
14017	leader	attend	follower	7
14018	longer	term	organizational_outcome	3
14019	leader	perceive	leader	3
14020	individual	promotion	focus	4
14021	outcome	transformational	leader	3
14022	production	concern	people	3
14023	connection	interdependency	organization	3
14024	question	ask	relationship##oriented	5
14025	operate	learn	organisation	8
14026	level_five_leadership_model	organizing	framework	4
14027	leader	behavior	influence	16
14028	follower	perception	core	3
14029	relative	transactional_transformational_leadership_model##group	potency	3
14030	leadership	questionnaire	multifactor	6
14031	contexts	section	i	3
14032	maintain	high	level	3
14033	organizational_outcome	leader	behavior	48
14034	frequency	identification	infrastructure	6
14035	scholarly	productivity	faculty	3
14036	ability	low	willingness	5
14037	expect	charismatic_leadership_theory	leader	4
14038	performance	task	leader	5
14039	charismatic_leadership_theory	form	leadership	3
14040	positive	association	safety	3
14041	compare	charismatic_leadership_theory	leader	4
14042	self	embodiment	unique	3
14043	safety	climate	influence	6
14044	prescribe	framework	organization	3
14045	work	continue	focus	3
14046	charismatic_leadership_theory	leader	communicate	5
14047	extra	role	behavior	23
14048	consistent	entity	approach	3
14049	morality	motivation	transformational	3
14050	describe	process	locate	3
14051	firm	reputation	firm	5
14052	university	ohio	state	5
14053	identify	relational	leadership	4
14054	influence	group	process	8
14055	human	imagination	contribution	3
14056	organizational_outcome	charismatic_leadership_theory	leader##follower	3
14057	process	person	view	3
14058	knowledge	view	property	3
14059	management	organization	search	3
14060	model	model	assume	3
14061	historical	process	network	3
14062	leader	behavior	follower	37
14063	mutual	influence	process	5
14064	style	corporate	social	4
14065	set	potential	charismatic_leadership_theory	3
14066	personal	identity	difficult	3
14067	viewpoint	resolve	difference	4
14068	mainstream	leadership	theory	5
14069	resource	management	reasoning	3
14070	examine	direct	indirect	4
14071	model	leadership	study	3
14072	cohesion	cooperative	climate	13
14073	role	emotion	relational	3
14074	match	case	exceed	3
14075	good	bad	leadership	3
14076	supportive	remark	critical	5
14077	vertical_dyad_linkage_theory	structure	task	3
14078	follower	job	performance	7
14079	style	characteristic	charismatic_leadership_theory	4
14080	direct	contact	subordinate	3
14081	consistent	drath	murrell	3
14082	strength	weakness	lack	3
14083	display	idealize	influence	3
14084	high##characteristic	relationship	leader	10
14085	motivate	self	sense	4
14086	behavior	leader	demonstrate	4
14087	performance	organizational_outcome	attainment	3
14088	dynamics	organization	discuss	3
14089	managerial	implication	study	5
14090	leader	store	follower	3
14091	theory	leadership	process	4
14092	create	influence	vacuum	3
14093	leadership	influence	follower	5
14094	include	reaction	beauty	3
14095	organizational	outcome	feel	4
14096	characteristic	identify	kerr	3
14097	complex	knowledge	principle	3
14098	explore	suggest	direction	3
14099	attachment	style	influence	3
14100	innovative	thinking	risk	3
14101	administrative	leadership	assessment	3
14102	knowledge	creation	organizational_outcome	4
14103	stimulation	intellectual	stimulation	3
14104	normative	informational	influence	4
14105	define	characteristic	self##collective	3
14106	optimal	leader	style	3
14107	theory	leadership	construct	3
14108	relational##collective	self	recognize	3
14109	factor	appear	represent	3
14110	group	consultative	leadership	3
14111	individualize	consideration	principal	3
14112	project	environmental	upheaval	3
14113	define	behavior	category	5
14114	leadership	capacity	school	3
14115	nature	self##rating	follower	3
14116	process	structure	social	3
14117	identify	leadership	modify	3
14118	offer	approach	inform	3
14119	self##rating	core	issue	3
14120	attain	organizational	organizational_outcome	3
14121	trait	relate	individual	4
14122	teacher	type	motivation	3
14123	relational	reality	include	3
14124	model	leadership	posit	4
14125	task##oriented	change##oriented	leader	6
14126	commitment	role	breadth	3
14127	trait##behavior	affect	leadership	4
14128	social	responsibility	engagement	4
14129	task	performance	charismatic_leadership_theory	3
14130	leader	perform	role	4
14131	approach	differ	extent	4
14132	measure	five	item	3
14133	leadership	organizational	learning	8
14134	outsider	organization	monolith	3
14135	gender	role	leadership	4
14136	design	test	theory	3
14137	link	leadership	performance	3
14138	leadership	approach	focus	3
14139	construe	influence	compatible	3
14140	play	role	determine	9
14141	leadership	role	leadership	5
14142	cognitive	political	process	3
14143	centrality	advice	network	3
14144	small	set	formal	4
14145	specific	organizational_outcome	charismatic_leadership_theory	3
14146	nurse	interpretive	style	3
14147	functional	leadership	behavior	4
14148	ability	style	trait	3
14149	integrative	public	leader	3
14150	team	member	perceive	4
14151	transformational_leadership_theory	influence	task	4
14152	vertical_dyad_linkage_theory	relationship	related	4
14153	open	small	depend	3
14154	leader	influence	process	3
14155	individual##group	organizational	organizational_outcome	3
14156	spend	lateral	relationship	3
14157	result	coordinate	people	3
14158	individual	such	technique	3
14159	clarify	path##organizational_outcome	relationship	3
14160	change	approach	consistent	3
14161	basis	language	mean	3
14162	follower	perception	motivation	3
14163	group	network	level	6
14164	independent	leader	behavior	3
14165	approach	such	methodology	3
14166	term	group	performance	4
14167	moral	unity	collective	3
14168	relational	dynamics	organization	5
14169	adoption	path##goal_model	style	5
14170	dynamics	ground	social	3
14171	interactive	model	organizational	22
14172	evoke	promotion	focus	5
14173	deal	personal	satisfaction	3
14174	leadership	model	attribution_theory_leadership	4
14175	individual	difference	style	8
14176	criticism	negative	feedback	3
14177	leader	articulation	approach	3
14178	blake##mouton_managerial_grid_model_leadership	form	peer	3
14179	sensuous	perception	include	3
14180	behavior##subordinate	criterion	variable	7
14181	tie	construct	reality	3
14182	approach	study	examine	3
14183	approach	inform	view	3
14184	dimension	georgia	kazakhstan	3
14185	intrateam	power	struggle	3
14186	school##staff	team	organizational	4
14187	leadership	organizational	behavior	8
14188	approach	posit	generation	3
14189	present	study	attempt	6
14190	assessment	follower	self##assessment	3
14191	job	demand	increase	9
14192	de	hoogh	den	5
14193	leadership	approach	state	3
14194	variable	leader##member	relation	3
14195	leader	develop	follower	4
14196	leadership	development	literature	4
14197	high	humane	approach	3
14198	rousseau	black	box	3
14199	report	relationship	leader	3
14200	application	concept	leadership	3
14201	observer	entity	approach	3
14202	psychological	capacity	develop	3
14203	behaviour	leadership	style	4
14204	trait	distinguish	leader	3
14205	place	less	value	3
14206	traditional	leadership	theory	14
14207	dynamics	leadership	organizing	5
14208	emphasis	flexibility	high	7
14209	process	outcome	directiveness	11
14210	managerial	role	leadership	3
14211	internalize	moral	approach	8
14212	behavior	reflective	transformational_leadership_theory	53
14213	university	leadership	study	3
14214	negative	model	turn	3
14215	interdependence	emerge	turn	3
14216	experience	everyday	interpersonal	3
14217	fairness	vertical_dyad_linkage_theory	self##efficacy	3
14218	relational	approach	view	13
14219	regulatory	process	balance	3
14220	ethical_leadership_theory	define	demonstration	3
14221	key	finding	relationship	5
14222	personalize	leader##member	relation	3
14223	manager##subordinate	in##agreement	individual	3
14224	move	space	time	3
14225	behavior	dyad	member	3
14226	bradbury	lichtenstein	relational	3
14227	knowable	malleable	subject	3
14228	friendly	supportive	work	4
14229	relationship	transformational_leadership_theory	performance	10
14230	contribute	effective	leadership	5
14231	i	depend	superior	3
14232	hersey##blanchard_situational_leadership_model	ohio	state	3
14233	risk	incur	high	3
14234	effort	satisfaction	leader	3
14235	small	medium	enterprise	35
14236	leader	great	deal	4
14237	consider	relational	purpose	3
14238	role	leader	consideration	3
14239	imply	current	theory	3
14240	prediction	hold	follower	16
14241	younger	manager	younger	3
14242	association	exist	variable	3
14243	indirect	organizational_outcome	approach	4
14244	influence	leader	salient	3
14245	third	leadership	style	5
14246	female	leader	leadership	3
14247	study	charismatic_leadership_theory	transformational_leadership_theory	5
14248	self##interest	sake	organization	6
14249	distinguished	entity	people	3
14250	contextual	factor	include	4
14251	leader	influence	intervene	3
14252	leadership	style	degree	3
14253	development	entity	approach	3
14254	outcome	follower	job	3
14255	co##worker	score	leader	3
14256	unit	analysis	individual	3
14257	leader	interpersonal	leader##follower_theory	3
14258	activation	leadership	model	6
14259	competence	commitment	follower	6
14260	define	leader	leadership	3
14261	examine	leadership	organizational_outcome	5
14262	perceive	leadership	effectiveness_level	5
14263	depend	supervisor	recommendation	3
14264	relationship	form	leader	4
14265	behavior	ohio	state	4
14266	perceive	coaching	style	3
14267	articulate	ideological	organizational_outcome	6
14268	enactment	human	resource	18
14269	refer	set	behavior	3
14270	model	social	identity	67
14271	organizational_outcome	link	self##view	3
14272	resource	management	consider	3
14273	individualize	consideration	scale	3
14274	trust	leadership	team	3
14275	intellectual	stimulation	degree	3
14276	conscientiousness	openness	experience	10
14277	identify	way	advance	3
14278	self##concept	social	identity	3
14279	order	organizational	learn	6
14280	actual	leader	behavior	8
14281	accord	strong	situation	3
14282	institutional	driver	corporate	3
14283	literature	model	leader	4
14284	research	address	question	4
14285	theoretical	framework	understanding	4
14286	advice	network	ego	3
14287	organization	culture	practice	3
14288	triad	network	theory	3
14289	organizational_outcome	transformational_leadership_theory	performance	6
14290	dyadic	relationship	group	4
14291	abstractness	challenge	future	4
14292	earlier	leadership	theory	6
14293	organizational_outcome	substitute	leader	3
14294	reality	operative	relationship	3
14295	relational	bond	form	3
14296	party	process	leader##follower	3
14297	accord	brewer	gardner	4
14298	dyadic	exchange	relationship	4
14299	variable	employee	attitude	3
14300	leader	leader	behavior	5
14301	relationship	intent	leave	3
14302	empowerment	leader	organizational_outcome	3
14303	relationship	establish	previous	3
14304	composite	measure	transformational_leadership_theory	3
14305	organizational_outcome	group##oriented	interpersonal	3
14306	attribution	charismatic_leadership_theory	distant	4
14307	higher	order	value	3
14308	relationship	include	personal	3
14309	personal	organizational_outcome	change	5
14310	leadership	characteristic	leadership	5
14311	engage	bullying	behaviour	6
14312	satisfaction	role	ambiguity	5
14313	leadership	style	achieve	3
14314	study	organizational_outcome	leader	3
14315	leadership	approach	review	3
14316	provide	framework	subjective	3
14317	motivate	inspire	follower	3
14318	work	relationship	call	3
14319	attribution	process	structure	3
14320	way	woman	lead	3
14321	encounter	leader	non##similar	3
14322	largest	number	study	3
14323	development	level	follower	4
14324	organizational_outcome	situational	organizational	3
14325	underlying	leadership	process	3
14326	behavior	leader	behavior	18
14327	manager##subordinate	dyad	rich	3
14328	high	low	level	7
14329	responsibility	leadership	social	3
14330	leader	behavior	effective	11
14331	trait	utility	depend	3
14332	follower	individualize	consideration	6
14333	prominent	leadership	theory	4
14334	purpose	approach	leader	3
14335	autocratic	leadership	condition	5
14336	leader	involve	display	3
14337	transformational	visionary	leadership	4
14338	project	leadership	organisational	8
14339	leader	follower	affect	3
14340	product	development	knowledge	3
14341	performance	cause	leader	3
14342	influence	group##oriented	motivation	4
14343	flexibility	managerial	performance	3
14344	situation	good	vertical_dyad_linkage_theory	3
14345	perceive	value	congruence	6
14346	job	context	mediate	3
14347	social	reality	emergent	3
14348	theorize	process	historical	3
14349	interaction	autocratic	leadership	3
14350	autonomy	support	innovation	4
14351	objective	subjective	data	3
14352	gender	role	leader	5
14353	specific	application	concept	3
14354	people	persuade	adopt	3
14355	structuring	organize	view	3
14356	motivation	idealize	influence	7
14357	hierarchical	position	role	5
14358	style	follower	maturity	3
14359	culture	related	enterprise	4
14360	trustworthiness	trust	empowerment	4
14361	understanding	personal	characteristic	3
14362	individual	span	factor	4
14363	characteristic	base	judgment	3
14364	study	relationship	transformational	3
14365	low	growth	need	3
14366	literature	leadership	base	3
14367	frame	reference	guide	3
14368	reaction	beauty	presence	3
14369	exist	theory	leadership	3
14370	organizational_outcome	subordinate	satisfaction	3
14371	consideration	refer	leader	3
14372	study	demonstrate	relationship	3
14373	factor	organizational	design	3
14374	low	vertical_dyad_linkage_theory	variation	3
14375	leader	behavior	description	72
14376	response	satisfaction	person	3
14377	bound	entity	relational	3
14378	case	subject	individual	3
14379	social	construction	ongoing	3
14380	positive	performance	feedback	3
14381	service	performance	customer	4
14382	artifact	mother	era	3
14383	basu	palazzo	argue	3
14384	friendship	network	advice	3
14385	problematize	leadership	assume	3
14386	theory	relationship	play	3
14387	individual	distribute	social	3
14388	advantage	enterprise	resource	3
14389	leadership	school##staff	team	6
14390	relational_approach	change##oriented	leader	8
14391	relationship	build	hierarchy	4
14392	welfare	express	appreciation	5
14393	leadership	style	trait	3
14394	constitute	authentic_leadership_theory	development	3
14395	non##transfer	variable	base	3
14396	need	closure	exhibit	3
14397	short	term	gain	3
14398	social	self##concept	extent	3
14399	attribution	observe	behavior	4
14400	interpretation	prefer	co##worker	7
14401	large	complex	organization	3
14402	acceptance	rejection	influence	3
14403	centralize	standardize	formalize	4
14404	process	group	member	4
14405	enhance	team	outcome	4
14406	remark	solution	proposal	3
14407	sayles	description	organization	3
14408	nature	interaction	depend	3
14409	group	member	receive	5
14410	behavior	mediate	relationship	9
14411	attitude	feeling	behavior	8
14412	leave	wing	liberal	3
14413	prefer	leadership	behavior	3
14414	greater	organizational	commitment	3
14415	level	motivation	morality	5
14416	mediate	difference	consistent	3
14417	passive	leader	behavior	12
14418	assimilate	in##group	prototypical	3
14419	social	responsibility	firm	29
14420	quo	role	networking	3
14421	middle	manager	perceive	5
14422	approach	style	leadership	3
14423	reflective	transformation	leadership	3
14424	balance	processing	internalize	3
14425	leader	social	identity	3
14426	initiate	structure##performance	relationship	3
14427	salesperson	turnover	intention	6
14428	motivation	transformational	leader	6
14429	need	closure	foster	3
14430	organizational	relationship	model	3
14431	management	give	employee	3
14432	self##interest	sake	collectivity	3
14433	lichtenstein	offer	example	3
14434	encourage	inquire	set	3
14435	follower	performance	leader	3
14436	focus	dynamic	interaction	3
14437	competence	commitment	congruent	8
14438	make	meaning	limit	3
14439	need	achieve	organizational_outcome	3
14440	people##oriented	human	resource	4
14441	socialize	personalize	social	4
14442	enhance	firm	performance	4
14443	barry	crant	bring	3
14444	vast	majority	study	3
14445	reward	punishment	contingent	3
14446	non##contingent	reward	behavior	6
14447	leadership	influence	attempt	5
14448	engage	extra	role	4
14449	subordinate	consultation	subordinate	3
14450	employee	safety	participation	12
14451	non##contingent	punishment	behavior##subordinate	5
14452	high	energy	level	3
14453	influence	group	individual	3
14454	interaction	event	emerge	3
14455	negative	relationship	laissez##faire	3
14456	hosking	relational	approach	3
14457	subsequent	leader	influence	5
14458	leadership	style	match	6
14459	document	policy	procedure	3
14460	key	aspect	leadership	6
14461	result	studies	ii	3
14462	framework	information	technology	4
14463	transformational	leader	concentrate	3
14464	group	real	group	4
14465	definition	creativity	innovation	4
14466	higher	level	organizational	5
14467	social	responsibility	addition	3
14468	bullying	present	finding	3
14469	leadership	common	theme	3
14470	nominal	group	condition	4
14471	approach	intention	true	3
14472	future	explore	type	3
14473	approach	recognize	formal	3
14474	team	performance	mediate	5
14475	contingent	punishment	subordinate	5
14476	long	term	incentive	4
14477	task	social##emotional	leadership	4
14478	factor	analysis	behavior	9
14479	organizational_outcome	employee	outcome	3
14480	implement	assessment	program	3
14481	global	leadership	organizational	81
14482	mediate	link	transformational_leadership_theory	3
14483	level	leader	behavior	3
14484	apply	leadership	relational	6
14485	occur	reality	structure	3
14486	organizational_outcome	relationship	organization	3
14487	leader	trait	gender	3
14488	perceive	status	organization	6
14489	play	key	role	24
14490	identity	model	organizational	67
14491	approach	current	study	4
14492	relationship	graen	uhl	4
14493	researcher	measure	charismatic_leadership_theory	3
14494	system	procedure	rule	3
14495	leader	support	leader	3
14496	subordinate	noncompliant	directive	3
14497	base	outside	work	4
14498	feedback	nonlinear	dynamic	3
14499	affect	team	outcome	3
14500	lack	empirical	evidence	3
14501	factor	play	role	7
14502	organizational	actor	embeddedness	3
14503	contribution	present	study	4
14504	relationship	human	resource	4
14505	limit	generalizability	result	5
14506	achievement_goal_theory	work	unit	4
14507	individual	vertical_dyad_linkage_theory	score	4
14508	organize	contribute	structuring	4
14509	section	i	process	3
14510	team	functional	heterogeneity	7
14511	dynamics	relationship	weak	3
14512	control	leadership	style	8
14513	resource	management	give	3
14514	contingent	reward	subordinate	7
14515	nature	order	negotiate	3
14516	facilitate	order	organizational	3
14517	examine	role	emotion	3
14518	congruent	local	group	3
14519	create	sustainable	competitive	3
14520	ethical	level	fi	3
14521	worker	leadership	style	5
14522	relational	self##construal	play	3
14523	psychological	mindedness	concept	3
14524	supply	chain	project	27
14525	characteristic	vertical_dyad_linkage_theory	related	5
14526	pass	minimum	work	3
14527	idealize	influence	inspirational	24
14528	psychological	mindedness	theory	11
14529	positive	model	predisposed	3
14530	depend	tension	dominate	3
14531	intellectual	stimulation	involve	3
14532	year	leadership	theory	3
14533	mean	considerate	supportive	3
14534	leadership	style	general	4
14535	structuration	theory	theory	8
14536	lead	individual	self	3
14537	provide	intellectual	stimulation	6
14538	leader	achieve	organizational_outcome	5
14539	leader	need	focus	3
14540	personal	possession	mind	3
14541	strong	negative	relationship	5
14542	autocratic	leadership	burnout	7
14543	approach	relationship	development	3
14544	self##concept	clarity	establish	3
14545	unit	ethical	culture	7
14546	scale	ask	supervisor##rate	3
14547	show	sympathy	support	3
14548	leaderleader	exchange	leader	3
14549	require	personal##relationship	member	3
14550	relation	implicit	explicit	10
14551	prefer	participative	style	3
14552	satisfaction	advancement	opportunity	3
14553	form	leader	follower	3
14554	relational	leadership	break	3
14555	three	leadership	style	7
14556	sensory	experience	inform	3
14557	decision	style	available	3
14558	leadership	focus	leadership	8
14559	environment	identify	threat	3
14560	characteristic	team	member	6
14561	key	life	event	3
14562	self##rating	competence	commitment	31
14563	risk	disease	psychological	4
14564	level	relational	self##concept	3
14565	leadership	climate	injury	4
14566	offer	definition	relational	3
14567	organizational	routine	resource	3
14568	charismatic_leadership_theory	transformational	visionary	4
14569	strategic	direction	leader	3
14570	assessment	leadership	effectiveness_level	5
14571	affective	commitment	positive	3
14572	give	employee	feel	4
14573	recognize	participant	construe	3
14574	work	charismatic_leadership_theory	transformational_leadership_theory	3
14575	factor	structure	multifactor	7
14576	leadership	benefit	understanding	3
14577	firm	evolution	blackwell	4
14578	date	artifact	mother	3
14579	situation	weak	situation	3
14580	unfold	entity	approach	3
14581	process	emotion	play	3
14582	conversation	analysis	cognitive	3
14583	clarify	behavior	superior	5
14584	perform	manufacturing	manager	3
14585	participatory	method	participant	3
14586	external	social	influence	3
14587	social	reality	approach	3
14588	leadership	issue	relationship	4
14589	graen	uhl	bien	19
14590	consider	relationship	standpoint	3
14591	link	leader	trait	4
14592	participative	leadership	effective	4
14593	continuum	autocratic	leader	3
14594	grounding	cognition	mind	3
14595	influence	moderate	organizational_outcome	3
14596	improve	teaching	learning	3
14597	leadership	rousseau	black	3
14598	organizational	culture	leadership	13
14599	influence	employee	perception	5
14600	augmentation	theory	transformational_leadership_theory	3
14601	association	leadership	mental	3
14602	interest	relational	leadership	3
14603	variance	job	satisfaction	3
14604	leadership	gender	public	3
14605	theory	building	testing	3
14606	productivity	theoretical	framework	3
14607	positive	group	identity	4
14608	engage	open	dialogue	3
14609	renew	collective	action	3
14610	model	leader	characteristic	4
14611	manager	czech	republic	3
14612	relationship	leader	choose	3
14613	transformational_leadership_theory##related	follower	perception	4
14614	view	individual	relationship	3
14615	performance	leader	behavior	4
14616	trait	attachment	style	4
14617	safety	behaviour	safety	6
14618	individualize	consideration	include	4
14619	relational	approach	emphasize	3
14620	climate	safety	climate	4
14621	endorse	implicit	theory	5
14622	acceptance	group	organizational_outcome	7
14623	transactional	transformational_leadership_theory	transactional_transformational_leadership_model	9
14624	solving	structure	problem	4
14625	approach	leader	collaborator	3
14626	leader	tendency	invite	3
14627	leadership	construct	transformational_leadership_theory	3
14628	literature	empirical	analysis	3
14629	network	leader	outcome	3
14630	expect	change##oriented	leader	4
14631	approach	recognize	organizational	4
14632	construction	social	order	3
14633	public	private	manager	18
14634	situation	depend	individual	3
14635	frequency	identification	pilot	3
14636	generic	leadership	function	14
14637	perceive	effectiveness_level	autocratic	10
14638	self##interest	good	organization	3
14639	ongoing	construction	social	3
14640	difference	close	distant	7
14641	structure	relationship	leadership	3
14642	leadership	model	dimension	6
14643	leader	person	leadership	3
14644	sense	self	shift	3
14645	theory	interdependence	intersubjectivity	3
14646	climate	employee	safety	3
14647	possession	entity	distinguished	3
14648	negative	relationship	non##contingent	5
14649	team	leader	position	7
14650	nonhuman	phenomena	true	3
14651	transformational_leadership_theory	distributive	justice	5
14652	perceive	leadership	style	5
14653	idealize	influence	intellectual	4
14654	appropriate	direction	support	4
14655	centralize	leadership	rely	3
14656	performance	objective	monitor	3
14657	structure	task##oriented	behavior	3
14658	group	performance	follower	6
14659	motivation	leadership	style	3
14660	group	social	identity	8
14661	constructionism	center	communication	3
14662	leadership	address	process	3
14663	share	knowledge	team	4
14664	share	common	fate	3
14665	project	manager	identify	3
14666	leader	allocate	resource	3
14667	follower	intellectual	stimulation	9
14668	team	morale	performance	3
14669	support	human	resource	3
14670	weak	position	power	3
14671	know	individual	understand	3
14672	watersh	management	program	3
14673	leadership	leader	trait	3
14674	perception	cognition	engage	3
14675	competitive	report	international	3
14676	principal	degree	centrality	4
14677	model	start	point	4
14678	behavior	correlate	subordinate	3
14679	model	constitute	interaction	3
14680	specific	leadership	style	16
14681	characteristic	trust	leadership	4
14682	leadership	studies	leader	14
14683	leader	behavior	employee	6
14684	leader##follower	exchange	relationship	4
14685	relational	leadership	focus	3
14686	approach	study	leadership	23
14687	environment	make	decision	3
14688	link	job	satisfaction	5
14689	anonymity	group	reward	4
14690	identify	kerr	jermier	5
14691	leadership	network	structure	4
14692	behavioral	depersonalization	produce	3
14693	interpersonal	process	planning	3
14694	graduate	medical	education	4
14695	attempt	define	concept	4
14696	leadership	style	group	34
14697	leader	network	tie	7
14698	network	play	support	3
