	gram_1	gram_2	Freq
34609	level	alcohol	4
34610	constitute	authentic_leadership_theory	5
34611	speak	risk	3
34612	leader	join	3
34613	richness	moderate	5
34614	effective	integration	3
34615	improve	school	14
34616	result	interpretation	3
34617	negative	mental	7
34618	trait	explain	3
34619	quantity	follower	3
34620	issue	measurement	4
34621	relationship	adult	4
34622	performance	expect	19
34623	group	formation	3
34624	third	competence	5
34625	self##awareness	regulation	7
34626	expert	opinion	4
34627	sample	size	38
34628	level	performance	45
34629	subordinate	influence	14
34630	reality	people	3
34631	focus	broaden	3
34632	tend	differ	3
34633	specific	situation	26
34634	term	degree	3
34635	effectiveness_level	group	28
34636	integral	leadership	6
34637	career	outcome	3
34638	argue	observer	4
34639	child	welfare	3
34640	further	investigation	3
34641	influence	environment	4
34642	relational	self##concept	4
34643	behavior	meaningful	3
34644	profile	actual	4
34645	work	democratic	3
34646	poor	relationship	6
34647	qualification	construct	3
34648	leadership	contain	3
34649	state	norm	3
34650	mind	heart	4
34651	follower	negative	3
34652	ambivalent	leader	16
34653	stronger	high	4
34654	relationship##oriented	combine	3
34655	focus	task	28
34656	positive	evaluation	7
34657	team	network	4
34658	subordinate	noncompliant	3
34659	study	investigate	63
34660	individual	disposition	11
34661	firm	reputation	46
34662	base	interpersonal	3
34663	earliest	theory	3
34664	extend	focus	4
34665	emotional	quotient	3
34666	relationship##oriented	supportive	4
34667	term	economic	4
34668	behavior	task	10
34669	transactional_transformational_leadership_model	recognize	3
34670	study	available	4
34671	style	democratic	6
34672	approach	accord	6
34673	value	difference	4
34674	subordinate	obligate	3
34675	vote	wing	3
34676	demand	contemporary	3
34677	pressure	leader	5
34678	self##efficacy	mediate	4
34679	position	organizational	3
34680	conceptualize	model	4
34681	variety	factor	6
34682	basis	examine	6
34683	study	comparative	3
34684	general	style	3
34685	issue	concern	6
34686	dynamics	future	3
34687	order	apply	3
34688	relationship	build	19
34689	relationship	condition	4
34690	outcome	effectiveness_level	3
34691	explore	effective	3
34692	action	learn	3
34693	optimism	enthusiasm	3
34694	difference	older	3
34695	member	accord	3
34696	identification	group	25
34697	sacrifice	enhance	3
34698	core	concern	3
34699	sociocultural	dimension	11
34700	decision##make	separate	3
34701	system	ii	3
34702	effectiveness_level	assessment	3
34703	researcher	attempt	3
34704	achievement	oriented	31
34705	working	environment	6
34706	positive	factor	3
34707	forceful	leader	3
34708	military	officer	10
34709	performance	contribution	4
34710	scholar	practitioner	11
34711	encourage	future	8
34712	opportunity	evaluate	3
34713	receive	less	13
34714	reveal	three	5
34715	rating	higher	4
34716	meet	employee	4
34717	gain	holistic	3
34718	competency	situational	4
34719	form	government	3
34720	manager	leadership	38
34721	group	member##group	8
34722	self##concept	uncertainty	7
34723	share_leadership_theory	perform	3
34724	people	desire	5
34725	special	gift	3
34726	way	lead	15
34727	contribute	higher	3
34728	organize	integrate	3
34729	involve	leader	16
34730	create	real	3
34731	delegate	authority	7
34732	team	reflection	41
34733	publish	book	3
34734	i	face	4
34735	framework	develop	11
34736	support	link	11
34737	leadership	call	4
34738	relational_approach	leader	4
34739	man	autocratic	3
34740	understanding	leader	25
34741	support	group	18
34742	characteristic	japanese	5
34743	relate	safety	3
34744	style	transactional_transformational_leadership_model	10
34745	interpersonal	require	3
34746	emanate	relationship	6
34747	leadership	perform	7
34748	motivation	focus	5
34749	estimate	indirect	3
34750	relate	involve	3
34751	display	intellectual	3
34752	occupy	leadership	9
34753	early	trait	5
34754	manager	executive	3
34755	outcome	reward	5
34756	manager	implicit	7
34757	leadership	regard	12
34758	lay	observer	5
34759	interaction	event	4
34760	manipulative	self##serve	6
34761	reference	point	3
34762	team	confidence	14
34763	process	authentic	6
34764	unique	relationship	5
34765	practical	relevance	3
34766	accord	conger##kanungo	3
34767	chinese	context	7
34768	finding	replicate	5
34769	leader	production	3
34770	level	interest	3
34771	addition	charismatic_leadership_theory	5
34772	perception	effectiveness_level	8
34773	modify	role	3
34774	depend	considerable	4
34775	position	issue	5
34776	subordinate	personal	8
34777	unique	organizational_outcome	4
34778	social	cohesion	5
34779	multinational	corporation	8
34780	characterize	high	22
34781	emergent	state	26
34782	publish	article	5
34783	leader	upward	3
34784	autonomy	responsibility	5
34785	motivational	approach	5
34786	organizational	literature	15
34787	continuous	improvement	29
34788	group	development	8
34789	design	identify	4
34790	leader	high##perform	4
34791	previous	test	7
34792	performance	series	5
34793	paper	explore	7
34794	functional	boundary	3
34795	feminine	characteristic	5
34796	identification	vertical_dyad_linkage_theory	3
34797	leader	resource	11
34798	leadership	text	3
34799	routine	relationship##oriented	3
34800	apply	appropriate	5
34801	change	transformational_leadership_theory	3
34802	ability	perceive	13
34803	more	study	6
34804	environment	examine	5
34805	fitness	build	3
34806	leader	psychological	11
34807	trust	present	3
34808	innovation	investigate	3
34809	highlight	positive	3
34810	leverage	social	4
34811	organizational	process	34
34812	expect	transformational	4
34813	charismatic_leadership_theory	emphasize	8
34814	reduction	mechanism	3
34815	role	centralize	3
34816	perform	activity	4
34817	work	relation	6
34818	psychodynamic	leadership	18
34819	give	employee	7
34820	vecchio	boatwright	3
34821	regard	social	4
34822	difficult	organizational_outcome	5
34823	set	crossover	3
34824	instance	student	4
34825	contact	enhance	3
34826	trustworthiness	trust	7
34827	substantial	support	8
34828	generate	enthusiasm	3
34829	deal	individual	3
34830	house	argue	10
34831	task	i	7
34832	conventional	wisdom	6
34833	phenomenon	call	3
34834	relational##collective	relational	3
34835	respond	change	6
34836	conceptual	link	5
34837	describe	type	4
34838	structural	position	14
34839	note	focus	3
34840	transformational_leadership_theory	augment	7
34841	reflect	traditional	3
34842	related	work	12
34843	information	person	4
34844	individual	level	4
34845	school	resource	4
34846	leader	navigate	3
34847	degree	perceive	8
34848	conclusion	leadership	6
34849	demand	responsibility	3
34850	questionnaire	scale	9
34851	methodology	continue	3
34852	leadership	category	12
34853	attachment	behavior	7
34854	leadership	aspect	6
34855	evidence	kind	4
34856	article	three	4
34857	norm	perform	3
34858	characterize	power	3
34859	european	union	6
34860	worker	organization	3
34861	behavior	pseudo	3
34862	observer	characteristic	5
34863	theory	espouse	5
34864	achievement	intellectual	3
34865	test	mediation	7
34866	difference	close	7
34867	recent	study	11
34868	transformational	transactional_transformational_leadership_model	22
34869	private	public	7
34870	manager	vary	5
34871	promote	creativity	4
34872	teacher	satisfaction	3
34873	company	industry	5
34874	motivation	student	4
34875	contact	people	6
34876	organizational_outcome	identify	6
34877	employee	business	3
34878	lead	student	3
34879	latitude	association	3
34880	avenue	future	10
34881	trust	transformational	3
34882	external	internal	12
34883	facilitate	achievement	5
34884	identify	organizational_outcome	5
34885	vertical_dyad_linkage_theory	transactional	5
34886	evaluation	group	4
34887	non##contingent	reward	23
34888	propose	framework	5
34889	overlap	authentic_leadership_theory	3
34890	network	structure	36
34891	kaltman	write	3
34892	qualitative	review	4
34893	define	organization	3
34894	autonomy	freedom	5
34895	slmx	relationship	4
34896	focus	review	4
34897	organizational_outcome	condition	6
34898	low##characteristic	exchange	9
34899	finding	need	5
34900	leader	judge	5
34901	quantitative	analysis	9
34902	resource	effective	4
34903	promise	development	3
34904	behavior	yukl	7
34905	individual	attempt	5
34906	productivity	loss	7
34907	todays	employee	3
34908	responsiveness	predictor	3
34909	process	transformational	6
34910	improve	organisational	3
34911	personal	characteristic	129
34912	external	constituent	3
34913	banking	sector	3
34914	transformational_leadership_theory	single	3
34915	address	condition	3
34916	approach	emphaseze	8
34917	develop	high	4
34918	adaptation	demand	3
34919	leadership	question	10
34920	leader	differentiation	3
34921	number	country	3
34922	mind	leader	6
34923	organizational_outcome	priority	3
34924	situation	provide	6
34925	emotional	exhaustion	18
34926	explanation	autocratic	3
34927	consistent	value	6
34928	potential	outcome	4
34929	autonomy	individual	3
34930	link	situational	3
34931	literature	support	13
34932	psychology	sociology	3
34933	organizational_outcome	position	4
34934	ability	need	4
34935	social	environmental	5
34936	session	i	7
34937	confidence	leader	9
34938	charismatic_leadership_theory	attractiveness	5
34939	measure	performance	27
34940	utilize	social	3
34941	yukl	suggest	9
34942	data	need	3
34943	number	contextual	3
34944	governmental	organization	3
34945	symbolic	way	4
34946	critical	develop	3
34947	clarify	path	3
34948	leadership	unique	6
34949	definition	state	6
34950	vertical_dyad_linkage_theory	low	3
34951	ethical	monotheism	4
34952	absence	real	4
34953	planning	action	5
34954	examine	main	4
34955	effectiveness_level	plausible	4
34956	change##oriented	leader	25
34957	intra	interpersonal	4
34958	individual	invest	4
34959	individual	perceptual	4
34960	remote	site	3
34961	willing	invest	4
34962	partnership	relationship	3
34963	determine	performance	5
34964	need	motivated	3
34965	job	stressor	37
34966	include	influence	3
34967	construction	ship	3
34968	number	high##characteristic	3
34969	follower	explanation	3
34970	demand	individual	4
34971	aim	examine	7
34972	metasystem	governance	4
34973	member	focus	9
34974	inform	cognition	3
34975	research	use	4
34976	trust	team	16
34977	understand	self	4
34978	structure	comfor	3
34979	influence	technique	3
34980	gain	greater	5
34981	correlate	leader	3
34982	approach	assume	22
34983	bipolar	adjective	3
34984	process	superior	4
34985	element	leader	3
34986	measurement	empirical	3
34987	resource	practice	56
34988	success	enterprise	4
34989	context	create	6
34990	style	dimension	12
34991	role	expectation	43
34992	non##operative	organizational_outcome	3
34993	theory	base	9
34994	leader	formal	7
34995	superior	behavior	7
34996	apply	theory	5
34997	process	team	28
34998	corporate	america	4
34999	commitment	propose	4
35000	dimension	stronger	5
35001	provide	cost##effective	3
35002	sale	volume	3
35003	individual##level	cognition	3
35004	characteristic	related	20
35005	follower	idea	5
35006	behavior	motivation	8
35007	negative	model	4
35008	network	interconnection	3
35009	criterion	influence	3
35010	discuss	theoretical	10
35011	behaviour	expect	4
35012	leadership	implicit	4
35013	leader	meet	4
35014	development	focus	7
35015	broad	base	3
35016	hierarchical	organization	8
35017	teaching	problem	3
35018	require	behavior	7
35019	question	concern	10
35020	intelligence	dominance	4
35021	leadership	inform	3
35022	adaptive	advantage	3
35023	offer	practical	4
35024	bass	scale	4
35025	solo	leader	3
35026	associate	propose	3
35027	value	work	13
35028	organisation	job	4
35029	position	motivation	4
35030	learn	skill	9
35031	leadership	function	76
35032	organization	maintain	3
35033	influence	school	3
35034	wealth	creation	6
35035	job	dissatisfaction	14
35036	event	analysis	10
35037	self##interest	good	14
35038	people	perception	3
35039	organizational_outcome	performance	49
35040	sensemaking	process	6
35041	destructive	leadership	15
35042	leadership	treat	4
35043	social	relational	7
35044	four	quadrant	9
35045	suggest	transformational_leadership_theory	21
35046	member	friendly	3
35047	war	ii	16
35048	leadership	rost	3
35049	fiedlers	theory	3
35050	level	identity	5
35051	situational_contingency_theory	fiedler_contingency_model_leadership	3
35052	difference	explain	6
35053	interdependent	task	3
35054	nature	difference	3
35055	phenomenon	leadership	10
35056	performance	level	27
35057	member	exercise	6
35058	organization	type	18
35059	encounter	leader	6
35060	cultural	level	4
35061	role	charge	3
35062	effectiveness_level	subordinate	11
35063	transactional_transformational_leadership_model	represent	3
35064	people	hold	10
35065	task	work	17
35066	leadership	depict	3
35067	context	approach	3
35068	model	propose	29
35069	non##repetitive	interaction	3
35070	unknown	technology	3
35071	complex	set	4
35072	behavioral	organizational_outcome	11
35073	performance	individual	27
35074	surprising	find	6
35075	plan	future	4
35076	strong	identification	5
35077	low##relationship	behaviour	3
35078	avoidance	culture	7
35079	hersey##blanchard_situational_leadership_model	ii	7
35080	israeli	soldier	3
35081	need	agreement	3
35082	focus	clarify	3
35083	dyad	organizational_outcome	3
35084	follower	play	5
35085	distance	subordinate##superior	4
35086	pursue	corporate	4
35087	style	base	19
35088	effectiveness_level	more	3
35089	trust	economic	3
35090	insurance	agent	3
35091	function	idea	3
35092	structuring	behavior	15
35093	examination	limit	4
35094	approach	subject	3
35095	actual	behavior	26
35096	relevance	leader	3
35097	supportive	comment	8
35098	focus	enterprise	3
35099	emphasis	interaction	3
35100	include	personal	4
35101	religion	spirituality	4
35102	leadership	vary	4
35103	challenging	environment	3
35104	focal	level##analysis	4
35105	framework	relationship##oriented	3
35106	observation	interview	7
35107	organization	supervisor	4
35108	conjunction	low	4
35109	culture	define	4
35110	tash	maturity	8
35111	downward	influence	7
35112	finding	implication	17
35113	rely	general	3
35114	level	employee	28
35115	development	student	3
35116	ability	communicate	6
35117	model	give	3
35118	style	focus	14
35119	increase	job	13
35120	reward	sanction	5
35121	behavior	manipulative	7
35122	role	preference	8
35123	manager	develop	15
35124	critical	success	6
35125	resource	benefit	3
35126	transactional_transformational_leadership_model	positive	11
35127	basis	experience	3
35128	communication	include	6
35129	educational	context	4
35130	leadership	argument	5
35131	member	interaction	4
35132	student	involvement	3
35133	effectiveness_level	model	12
35134	in##group	self##categorization	3
35135	leader	problem##solving	4
35136	hypothesize	transformational_leadership_theory	5
35137	multiple##level##analysis	issue	4
35138	value	outside	3
35139	community	approach	4
35140	interorganizational	realm	3
35141	process	appropriate	3
35142	design	enhance	5
35143	ii	follower	3
35144	supervisor	positive	3
35145	transformational_leadership_theory	researcher	5
35146	support	subordinate	18
35147	work	opportunity	5
35148	add	approach	3
35149	study	complex	3
35150	motive	leader	7
35151	questionnaire	transformational_leadership_theory	8
35152	program	study	13
35153	need	organization	3
35154	variable	basic	3
35155	evolutionary	psychology	10
35156	resource	competence	4
35157	stability	desirability	3
35158	organizational_outcome	interest	10
35159	greater	influence	14
35160	psychological	empowerment	45
35161	behavior	related	50
35162	behavior	concept	3
35163	supportiveness	employee	4
35164	type	situation	4
35165	punishment	non##contingent	4
35166	leadership	embody	5
35167	trainee	study	3
35168	comply	leader	5
35169	test	direct	3
35170	occur	time	6
35171	member	report	10
35172	organizing	process	3
35173	role	literature	3
35174	ulterior	motive	3
35175	examine	relative	11
35176	organisation	function	3
35177	participate	style	12
35178	performance	short	3
35179	burnout	negative	4
35180	working	relationship	4
35181	control	physical	3
35182	awareness	personal	4
35183	leadership	consideration	7
35184	positive	benefit	3
35185	benefit	increase	4
35186	discover	opportunity	4
35187	construct	complementary	3
35188	influence	charismatic_leadership_theory	25
35189	option	leave	4
35190	humility	leader	5
35191	link	status	3
35192	role	process	3
35193	achieve	increase	4
35194	follower	moral	5
35195	organization	transformation	5
35196	sense	include	3
35197	process	finding	4
35198	democratic	laissez##faire	13
35199	categorize	type	3
35200	employee	reaction	7
35201	high	organizational_outcome	6
35202	expectation	desire	3
35203	previous	review	10
35204	communication	strategy	8
35205	group	clear	4
35206	collins	porras	3
35207	common	group	4
35208	design	protect	3
35209	continue	work	4
35210	dominant	theme	3
35211	innovative	supportive	3
35212	full	mediation	4
35213	threat	people	3
35214	derive	proposition	6
35215	person	entity	4
35216	favorability	situation	4
35217	group	need	7
35218	people	organizational	4
35219	collect	data	14
35220	vertical_dyad_linkage_theory	represent	5
35221	factor	independent	6
35222	satisfaction	transformational_leadership_theory	4
35223	depend	specific	5
35224	joint	effort	3
35225	increase	leadership	5
35226	enable	leader	19
35227	implementation	evolution	3
35228	relationship	teacher	4
35229	environment	experience	7
35230	structure	social	6
35231	literature	approach	3
35232	publication	review	3
35233	contribute	literature	9
35234	communication	involve	6
35235	improvement	leader	3
35236	level##analysis	entity	4
35237	method	operationalize	3
35238	concerned	characteristic	5
35239	study	represent	13
35240	related	romance	3
35241	functional	heterogeneity	31
35242	biological	approach	3
35243	structure	style	7
35244	extend	include	4
35245	clear	specific	5
35246	approach	assessment	3
35247	leadership	begin	7
35248	self##view	eliminate	3
35249	ground	innovation	3
35250	model	turn	3
35251	contribute	process	4
35252	test	structural	3
35253	real	challenge	4
35254	austrian	manager	7
35255	performance	subsequent	6
35256	monte	carlo	4
35257	work	locus	15
35258	level	measurement	6
35259	create	positivity	3
35260	transformational_leadership_theory	innovative	11
35261	discussion	finding	6
35262	change	aspect	5
35263	participant	group	5
35264	outcome	social	6
35265	focus	break	3
35266	define	follower	7
35267	participant	man	3
35268	theoretical	level##analysis	4
35269	group	collective	13
35270	style	advantage	3
35271	identity	require	3
35272	transgression	exemplary	3
35273	behavior	maintain	5
35274	know	relational	3
35275	effective	change	7
35276	vroom##yetton_decision_model	leadership	3
35277	charismatic_leadership_theory	increase	3
35278	participative	leadership	185
35279	current	model	8
35280	culture	barley	3
35281	term	maslows	3
35282	identify	behavior	7
35283	model	authentic	3
35284	hypotheses	organizational	4
35285	loss	job	3
35286	development	initial	4
35287	meaningful	leader	4
35288	form	attribution	4
35289	vertical_dyad_linkage_theory	positive	6
35290	leader	additional	7
35291	enter	situation	3
35292	university	michigan	20
35293	resistance	change	23
35294	temporal	context	3
35295	follower	member	3
35296	congruence	approach	9
35297	relationship	employee	30
35298	component	relationship	3
35299	model	method	6
35300	verbal	persuasion	11
35301	conceptualize	investigate	3
35302	explore	link	4
35303	characteristic	physical	3
35304	provide	clarity	5
35305	assume	multiple	3
35306	other	theory	4
35307	need	guidance	3
35308	thinking	behavior	3
35309	understanding	relational	14
35310	member	believe	4
35311	employee	willing	8
35312	conceptual	model	52
35313	bass	transformational_leadership_theory	12
35314	approach	mental	3
35315	leader	poor	6
35316	handle	situation	3
35317	practical	level	3
35318	conflict	tridimensional_leadership##effectiveness_model	7
35319	environment	job	3
35320	structure	create	6
35321	forest	troop	8
35322	study	positive	24
35323	reflect	lack	3
35324	employee	reciprocate	3
35325	identify	study	11
35326	classify	leadership	9
35327	behavior	patten	4
35328	administrator	faculty	3
35329	motivation	drive	4
35330	suggest	participation	3
35331	bass##avolio	argue	6
35332	extreme	position	3
35333	require	produce	3
35334	success	leader	19
35335	potential	overlap	6
35336	write	personal	3
35337	commitment	transformational	3
35338	exchange	model	8
35339	create	idea	3
35340	preference	need	3
35341	attribution_theory_leadership	lord	3
35342	require	characteristic	4
35343	theory	explain	32
35344	statistic	include	4
35345	knippenberg	assume	3
35346	interpersonal	behavior	6
35347	management	administration	3
35348	model	present	23
35349	relationship	transformational##transactional_transformational_leadership_model	8
35350	conduct	topic	3
35351	leadership	develop	34
35352	related	innovation	6
35353	latent	variable	8
35354	outcome	create	3
35355	action	direct	8
35356	ethical_leadership_theory	strong	3
35357	perpetrator	non##involve	3
35358	relationship	symbolic	4
35359	nature	work	14
35360	literature	apply	4
35361	literature	describe	7
35362	behavior	supervisor	10
35363	ability	inspirational	3
35364	relevant	follower	4
35365	categorical	framework	6
35366	skill	relationship	3
35367	support	extreme	4
35368	see	leadership	18
35369	measure	employee	11
35370	leader	trait##related	16
35371	variable	perceive	3
35372	understand	employee	4
35373	responsibility	related	3
35374	contextual	condition	9
35375	increase	support	7
35376	close	boundary	3
35377	subordinate	outcome	10
35378	relational	interaction	9
35379	account	theory	3
35380	easier	team	3
35381	play	major	12
35382	direct	transformational_leadership_theory	4
35383	view	subject	3
35384	subordinate	serve	3
35385	sake	collectivity	3
35386	consideration	transformational	12
35387	contribution	recognize	6
35388	case	influence	4
35389	outcome	achieve	6
35390	cardiovascular	disease	7
35391	number	theory	3
35392	lead	directive	3
35393	party	individual	4
35394	management	psychology	4
35395	relation	work	5
35396	leader	exhibit	50
35397	feedback	benefit	10
35398	role	people	3
35399	positive	direction	5
35400	subordinate	help	4
35401	hard	influence	3
35402	item	assess	7
35403	people	involved	5
35404	organizational_outcome	identity	3
35405	climate	relationship	7
35406	greater	effectiveness_level	4
35407	approach	setting	4
35408	work	explain	3
35409	structure	technology	3
35410	usage	technology	3
35411	organizational_outcome	teacher	11
35412	demonstrate	transformational	3
35413	woman	successful	5
35414	review	leadership	47
35415	climate	organizational_outcome	3
35416	compare	team	4
35417	facial	trait	5
35418	situation	four	3
35419	mechanism	transformational_leadership_theory	6
35420	system	need	6
35421	task	difficulty	5
35422	outcome	approach	5
35423	include	sensitivity	3
35424	provide	individual	6
35425	derive	situational_contingency_theory	4
35426	commitment	team	3
35427	direct	behaviour	4
35428	language	refer	3
35429	include	variable	3
35430	high	pressure	3
35431	influence	people##group	3
35432	dynamic	delegation	21
35433	propose	extend	3
35434	guide	follower	7
35435	cooperation	team	6
35436	main	issue	3
35437	facilitate	process	8
35438	cite	theory	3
35439	culture	individual	7
35440	relationship	higher##level	3
35441	loyalty	respect	4
35442	find	link	3
35443	leader	listen	8
35444	separate	organizational_outcome	6
35445	leadership	evaluation	12
35446	emphasize	charismatic_leadership_theory	5
35447	emotional	experience	6
35448	external	focus	6
35449	group	prototypical	15
35450	behavior	transformation	4
35451	experience	emotion	3
35452	manipulate	follower	4
35453	accomplishment	group	3
35454	primary	mechanism	8
35455	leader	result	39
35456	multi	layer	4
35457	mowday	boulian	3
35458	achieve	approach	19
35459	attend	follower	10
35460	teach	follower	4
35461	culture	collectivist	3
35462	idea	organization	3
35463	transformational	man	4
35464	criterion	variable	62
35465	respect	vertical_dyad_linkage_theory	3
35466	absolute	power	4
35467	manager	general	3
35468	individual	charismatic_leadership_theory	3
35469	fake	emotion	3
35470	self##interest	collective	8
35471	model	trait	4
35472	daniel	goleman	4
35473	represent	tendency	4
35474	enhance	business	3
35475	organizational_outcome	employee	38
35476	acknowledge	existence	3
35477	interaction	relationship	10
35478	consideration	team	4
35479	process	lead	23
35480	resource	link	3
35481	variation	relative	3
35482	action##related	term	5
35483	methodology	provide	3
35484	treat	leader	7
35485	accord	situational_contingency_theory	6
35486	highlight	need	10
35487	squad	ethical	8
35488	staff	share	3
35489	approach	conceptualize	3
35490	view	group	5
35491	decision_quality	decision	8
35492	organizational	work	3
35493	reward	good	7
35494	model	team	16
35495	leader	diminish	5
35496	variable	measure	24
35497	approach	drive	3
35498	employee	self##efficacy	10
35499	statement	true	3
35500	der	morality	4
35501	attribution	organizational_outcome	10
35502	leadership	factor	36
35503	leader	occur	4
35504	organizational_outcome	ambiguity	3
35505	demonstrate	team	3
35506	manager	effective	6
35507	organizational	representative	3
35508	access	benefit	4
35509	way	individualize	4
35510	develop	unfold	3
35511	leader	pay	17
35512	expectation	hold	9
35513	punishment	subordinate	16
35514	potential	mediating	3
35515	link	culture	3
35516	sample	employee	8
35517	situational	cue	11
35518	person	leader	30
35519	implement	organization	5
35520	less	attention	23
35521	servant_leadership_theory	style	5
35522	define	element	8
35523	bullying	self##report	3
35524	management	skill	13
35525	variety	group	3
35526	competence	self##efficacy	3
35527	leader	sex	3
35528	assessment	effectiveness_level	4
35529	construct	apply	4
35530	risk	replicate	3
35531	leadership	success	18
35532	form	high##performance	5
35533	principal	transformational_leadership_theory	5
35534	leadership	wide	3
35535	effectiveness_level	major	3
35536	charismatic_leadership_theory	response	3
35537	distinguishing	characteristic	7
35538	moral	component	7
35539	improve	knowledge	3
35540	need	follower	8
35541	minimize	possibility	3
35542	stronger	positive	26
35543	stakeholder	perception	3
35544	vertical_dyad_linkage_theory	development	14
35545	illustrate	possibility	3
35546	contribution	human	3
35547	role	difference	3
35548	shape	strategic	4
35549	discussion	lead	3
35550	share	positive	3
35551	positive	link	9
35552	individual	organisational	4
35553	charismatic_leadership_theory	approach	12
35554	contract	involve	3
35555	focus	business	5
35556	positive	group	14
35557	interpersonal	affect	3
35558	attempt	produce	6
35559	resource	competency	3
35560	reflect	global	4
35561	leader	act	17
35562	article	hunt	3
35563	result	discuss	4
35564	approach	directive	3
35565	individual	maturity	3
35566	theory	neocharismatic	3
35567	follower	psychological	4
35568	consideration	degree	11
35569	action	emerge	4
35570	transform	group	3
35571	clear	appealing	5
35572	energy	project	3
35573	social	responsibility	394
35574	external	coordination	3
35575	generate	define	3
35576	analysis	item	3
35577	organization	deal	4
35578	time	change	9
35579	serve	moderator	9
35580	expect	exist	3
35581	member	contact	6
35582	leader	judgment	5
35583	leader	environmental	4
35584	man	lead	6
35585	environment	support	7
35586	practice	ensure	3
35587	theory	include	42
35588	business	outcome	3
35589	good	job	5
35590	low	degree	19
35591	contrast	study	5
35592	strong	trust	3
35593	differentiate	relationship	9
35594	posit	generation	3
35595	opportunity	exercise	3
35596	compete	hypotheses	5
35597	link	behavior	3
35598	range	effectiveness_level	3
35599	attain	organizational	5
35600	theory	nan	3
35601	compelling	argument	5
35602	ambiguity	role	12
35603	noncharismatic	leader	11
35604	higher	turnover	4
35605	improve	productivity	8
35606	dynamic	adaptive	4
35607	organizational	health	4
35608	current	trend	3
35609	value	motive	3
35610	total	variance	5
35611	operate	larger	3
35612	system	subsystem	3
35613	specific	relationship	6
35614	transactional_transformational_leadership_model	tend	3
35615	group	climate	15
35616	surprising	result	3
35617	pull	paradigm	3
35618	positive	assessment	4
35619	recall	report	5
35620	identify	characteristic	24
35621	leave	open	3
35622	team	include	6
35623	secure	attachment	25
35624	establish	predictor	3
35625	help	create	13
35626	position	son	4
35627	specific	organizational_outcome	30
35628	oxygen	uptake	4
35629	tell	people	4
35630	woman	display	3
35631	trust	exist	7
35632	standard	leader	4
35633	environment	increase	3
35634	safety	organization	3
35635	worth	effort	3
35636	subordinate	acceptance	9
35637	avolio	walumbwa	3
35638	diversity	approach	4
35639	leadership	manipulation	8
35640	rich	discourse	3
35641	addition	examine	9
35642	link	empowerment	5
35643	function	resource	3
35644	context	base	4
35645	change	commitment	19
35646	model	appropriate	10
35647	positive	vertical_dyad_linkage_theory	3
35648	add	dimension	3
35649	benjamin	warn	3
35650	neo##charismatic_leadership_theory	paradigm	3
35651	work	include	9
35652	identification##enable	intra##organizational	4
35653	organization	accomplish	3
35654	leadership	bass	8
35655	paper	contribute	4
35656	concept	transform	3
35657	strength	predictive	3
35658	approach	model	20
35659	electronic	mail	3
35660	result	individual	9
35661	social	level	6
35662	process	consider	20
35663	scale	administer	3
35664	ability	handle	7
35665	transmit	ethical	3
35666	provide	sufficient	5
35667	responsibility	leader	12
35668	level	framework	4
35669	student	work	8
35670	convergent	discriminant	5
35671	i	do	5
35672	basic	premise	5
35673	grievance	turnover	3
35674	agree	worker	3
35675	dynamic	multi##level	3
35676	interpersonal	characteristic	29
35677	economic	development	10
35678	literature	house	3
35679	woman	participation	3
35680	style	include	15
35681	actual	behaviour	5
35682	capacity	provide	3
35683	charismatic_leadership_theory	apply	8
35684	common	model	4
35685	process	form	9
35686	group	identify	12
35687	three	group	7
35688	grow	succeed	4
35689	include	outcome	6
35690	affect	perception	12
35691	leader##follower	follower	4
35692	responsible	leadership	7
35693	four	major	5
35694	examine	leader##follower	4
35695	aspect	transformational	3
35696	interest	play	5
35697	authentic	behavior	5
35698	objective	enhance	5
35699	light	question	3
35700	questionnaire	design	3
35701	presidential	leader	5
35702	construct	transactional_transformational_leadership_model	4
35703	performance	training	3
35704	group	condition	14
35705	learning	teaching	3
35706	leader	relational	3
35707	theory	safety	5
35708	physical	activity	3
35709	collaborator	organization	3
35710	governance	model	3
35711	leadership	general	14
35712	combination	competence	4
35713	i	focus	5
35714	mechanism	context	3
35715	address	concern	13
35716	work	hackman	3
35717	characteristic	match	7
35718	mature	people	3
35719	moderate	transactional_transformational_leadership_model	4
35720	meditational	mechanism	3
35721	learning	culture	9
35722	model	finding	10
35723	interpret	caution	8
35724	underlying	theme	3
35725	conduct	century	3
35726	characteristic	observer	3
35727	mission	purpose	4
35728	major	question	5
35729	support	collaboration	4
35730	ensure	characteristic	3
35731	complex	chaotic	3
35732	discussion	purpose	3
35733	factor	manager	3
35734	assignment	leader	5
35735	concept	cover	3
35736	difference	performance	3
35737	dependence	leader	9
35738	process	specific	5
35739	sensitivity	follower	4
35740	leadership##group	process	5
35741	social	connection	7
35742	competent	leader	3
35743	examine	potential	6
35744	adjust	leadership	4
35745	leadership	fundamental	6
35746	practice	include	8
35747	development	model	10
35748	reward	management##exception	21
35749	assume	shift	3
35750	american	salesperson	5
35751	tie	leaderleader	3
35752	daily	routine	4
35753	thompson	test	3
35754	indifferent	reward	3
35755	reflect	purpose	3
35756	community	base	6
35757	methodological	issue	6
35758	seek	behavior	12
35759	base	role	4
35760	framework	group	5
35761	service	performance	67
35762	organization	willing	5
35763	direct	communication	5
35764	need	align	3
