	gram_1	gram_2	gram_3	Freq
5597	group	membership	leadership	3
5598	single	small	set	4
5599	approach	extent	emotion	3
5600	information	technology	enable	8
5601	structure	leadership	state	3
5602	national	health	service	10
5603	optimistic	view	future	3
5604	approach	generalize	require	3
5605	move	construction	real	3
5606	resource	plan	knowledge	5
5607	center	individual	perception	3
5608	social	responsibility	leader	5
5609	relate	socialize	ability	3
5610	burnout	negative	relationship	3
5611	leader	concern	member	4
5612	development	theory	leadership	3
5613	reflect	value	interest	3
5614	structure	measurement	model	3
5615	extension	move	graen	3
5616	theory	share	network	4
5617	knowledge	training	job	3
5618	development	leader	member	4
5619	display	negative	emotion	3
5620	direct	report	leader	4
5621	social	psychological	process	10
5622	organization	leader	perceive	3
5623	theory	leadership	actual	3
5624	structural	hole	member	3
5625	follower	assessment	competence	3
5626	socioeconomic	status	school	4
5627	call	researcher	limit	3
5628	key	ask	relational	3
5629	follower	produce	job	6
5630	leader	consistent	lord	3
5631	actor	relate	write	3
5632	leadership	extension	move	3
5633	tangible	organizational	system	3
5634	change	original	categorization	5
5635	influence	autocratic	leadership	3
5636	relation	social	constructionism	3
5637	leadership	relationship	develop	4
5638	leader	suggest	objective	3
5639	increase	risk	disease	7
5640	integrate	leadership	organizational	3
5641	employee	trust	leader	3
5642	high	ethical	standard	9
5643	social	worker	manager	3
5644	knowledge	organizational	reality	3
5645	analysis	cognitive	pragmatic	3
5646	model	nature	leadership	3
5647	man	exceed	woman	3
5648	supportiveness	participation	safety	4
5649	process	examine	nature	3
5650	move	call	hero	3
5651	system	leadership	role	3
5652	public	private	manager	18
5653	citizenship	behavior	commitment	4
5654	situation	follower	experience	4
5655	leadership	relational	constructionism	4
5656	leader	hold	formal	3
5657	human	resource	enactment	4
5658	explore	role	aesthetic	3
5659	service	organization	transform	5
5660	suggest	direction	focus	3
5661	ability	high	willingness	3
5662	examine	relationship	leader	6
5663	promotion	conduct	follower	4
5664	spend	considerable	time	5
5665	strong	human	resource	3
5666	cognition	serve	connection	3
5667	enable	productive	pursuit	3
5668	separate	managerial	activity	3
5669	job	attitude	intention	3
5670	interaction	manager	employee	3
5671	leader	people	management	3
5672	leadership	consider	create	3
5673	opportunity	moderate	relationship	3
5674	provide	ideological	explanation	3
5675	high	job	autonomy	5
5676	leader	transactional	behavior	4
5677	embed	core	concern	3
5678	theory	leadership	develop	3
5679	approach	examine	process	3
5680	leadership	break	distinction	3
5681	moderator	relationship	leadership	3
5682	high	need	cognition	3
5683	anxiety	depression	exhaustion	3
5684	internalize	regulatory	process	3
5685	observe	behavior	leader	4
5686	revolution	mind	require	3
5687	resource	department	manager	4
5688	need	understand	context	3
5689	service	performance	transform	4
5690	leader	engage	communication	6
5691	characteristic	relational	tie	3
5692	comparison	younger	manager	6
5693	offer	understanding	identify	3
5694	leadership	high	salience	3
5695	relationship	collaborator	leader	3
5696	identify	group	membership	4
5697	role	identification	salience	6
5698	understanding	social	process	3
5699	flow	knowledge	asset	4
5700	depersonalize	leadership	high	3
5701	paradigm	focus	single	4
5702	attention	leader	person	3
5703	individual	relationship	separate	3
5704	relational	unique	experience	3
5705	leader	behavioral	complexity	3
5706	approach	theorize	process	3
5707	leadership	environmental	organizational	4
5708	management	discourse	term	3
5709	relational	constructionism	theorize	3
5710	leadership	social	psychology	3
5711	behavior	individual	group	4
5712	dynamics	future	explore	3
5713	explore	individual	greater	3
5714	emanate	relationship	collective	3
5715	insight	process	context	3
5716	concern	relational	leadership	3
5717	want	pass	minimum	3
5718	system	social	identity	3
5719	firm	performance	causal	3
5720	recognize	concept	construct	3
5721	leader	ability	provide	3
5722	follower	ability	meet	6
5723	suggest	follower	rating	5
5724	competitive	collaborative	interdependence	3
5725	construct	reality	relationship	3
5726	relationship	organizational	citizenship	21
5727	emergent	context	social	3
5728	force	define	set	3
5729	attempt	raise	approach	3
5730	individual	need	closure	4
5731	realm	approach	cognition	3
5732	individual	object	relationship	3
5733	enactment	managerial	job	5
5734	positive	negative	behavior	4
5735	perceive	human	resource	6
5736	collaborator	partner	need	3
5737	venture	growth	approach	5
5738	reflection	construct	reality	3
5739	entity	consistent	epistemology	3
5740	mediate	interactive	functional	3
5741	supportive	comment	argument	7
5742	issue	opportunity	offer	3
5743	superior	subordinate	dyad	6
5744	open	mind	issue	3
5745	relationship	leader	lead	3
5746	involved	attach	organization	3
5747	focus	objective	enhance	3
5748	relational	term	identify	3
5749	alter	group	identity	8
5750	knowledge	share	member	3
5751	strategy	subordinate	feel	3
5752	fellow	participant	consistent	3
5753	emerge	unfold	highlight	3
5754	need	closure	group	6
5755	tell	progress	represent	3
5756	vertical	consistent	extension	3
5757	grow	evidence	behavior	3
5758	emphasize	collective	value	3
5759	accord	hollander	leader	3
5760	specific	organization	practice	3
5761	construction	natural	man	3
5762	person	occupy	position	3
5763	process	serve	formation	3
5764	practical	implication	leader	3
5765	people	environment	know	3
5766	author	argue	human	3
5767	understand	influence	social	3
5768	organization	group	individual	4
5769	nature	view	passive	3
5770	remain	dynamic	norm	3
5771	complex	systems	framework	4
5772	reward	meeting	expectation	4
5773	superior	organizational	reward	3
5774	relation	value	interest	3
5775	average	team	member	14
5776	influence	leadership	outcome	4
5777	activate	relational	network	3
5778	control	autocratic	leader	3
5779	entity	reality	lie	3
5780	span	control	manager	3
5781	historical	cultural	extent	3
5782	expert	generate	model	3
5783	decision	financial	shareholder	4
5784	behavior	organizational	member	3
5785	relationship	absolute	sense	4
5786	outsider	organization	insider	3
5787	task	identity	autonomy	3
5788	secure	individual	enter	3
5789	learn	product	development	11
5790	individual	contribution	group	6
5791	situation	group	member	3
5792	issue	fact	objective	3
5793	team	informal	leader	3
5794	pursue	program	model	3
5795	uncertainty	avoidance	high	4
5796	explicit	tacit	knowledge	4
5797	performance	organizational	citizenship	9
5798	rule	guideline	direct	4
5799	develop	relationship	team	4
5800	team	member	accept	5
5801	sense	similarity	follower	4
5802	leadership	technical	competence	3
5803	explore	emotion	construct	3
5804	gender	intelligence	style	3
5805	relationship	multifactor	factor	3
5806	resource	information	time	3
5807	follower	secure	leader	3
5808	insider	resemble	couple	3
5809	facial	masculinity	femininity	3
5810	negotiate	accept	implement	4
5811	behavior	create	knowledge	3
5812	identity	difficult	leadership	3
5813	black	box	local	3
5814	dynamic	capability	approach	6
5815	leadership	adopt	combination	3
5816	insider	outsider	inquiry	3
5817	leader	behavior	subordinate	3
5818	human	resource	task	16
5819	categorization	identification	model	3
5820	reciprocity	characterize	relationship	3
5821	leadership	mental	health	4
5822	dedication	tyranny	attractiveness	3
5823	group	member	idea	4
5824	relational	social	construct	3
5825	leadership	behaviour	improve	3
5826	term	wealth	creation	4
5827	leadership	share	experience	3
5828	lie	collective	individual	3
5829	leave	wing	liberal	3
5830	point	interpersonal	evaluation	3
5831	management	outcome	draw	3
5832	offer	framework	group	3
5833	numerous	methodology	normal	3
5834	interpersonal	relational	concept	3
5835	command	control	style	5
5836	structure	apparent	interaction	3
5837	time	data	collection	3
5838	resource	plan	system	3
5839	pay	close	attention	3
5840	empirical	evidence	link	6
5841	psychological	need	fulfillment	6
5842	consistency	leader	action	3
5843	knowledge	share	organizational	5
5844	event	market	fair	3
5845	person	act	place	3
5846	investigate	human	resource	3
5847	preference	leader	considerateness	3
5848	outside	core	leadership	4
5849	contribute	success	organization	3
5850	emergent	reflection	construct	3
5851	set	moment	key	3
5852	link	focus	map	3
5853	member	high	salience	3
5854	organizational	leadership	social	7
5855	relational	leadership	relationship	3
5856	leadership	focus	broaden	3
5857	theory	compilational	unit	4
5858	theory	hotel	employee	5
5859	physical	psychological	social	3
5860	maintain	context	broader	3
5861	reflect	leader	integrity	3
5862	relational	situate	model	4
5863	formation	role	make	3
5864	social	contrast	approach	3
5865	lens	outgroup	model	3
5866	drive	organizational	process	3
5867	turnover	organizational	citizenship	3
5868	process	leadership	perception	3
5869	approach	focus	relationship	3
5870	purpose	discussion	framework	3
5871	identification	emergent	state	3
5872	focus	communication	process	3
5873	principal	network	position	6
5874	health	care	team	6
5875	reduce	causal	relation	3
5876	attention	individual	follower	3
5877	conceptual	language	imagery	3
5878	leadership	researcher	receive	3
5879	cognition	act	local	3
5880	accountability	policy	procedure	3
5881	social	responsibility	executive	3
5882	event	individual	dyad	3
5883	concept	compose	identity	3
5884	relationship	operate	larger	3
5885	term	relationship	specific	3
5886	theory	lead	development	3
5887	subject	distinguishable	object	3
5888	linkage	theory	approach	3
5889	implement	dachler	argue	3
5890	perceive	fellow	participant	3
5891	employee	role	performance	4
5892	disease	psychological	strain	5
5893	relational	theory	prominent	3
5894	interactive	process	engage	3
5895	affect	evaluation	personal	3
5896	ideological	pragmatic	leader	6
5897	work	oriented	practice	8
5898	influence	leadership	practice	3
5899	place	ongoing	local	3
5900	social	construction	natural	3
5901	antecedent	leadership	network	3
5902	emotion	related	trait	4
5903	group	member	perceive	6
5904	avolio	bass	argue	3
5905	make	relational	process	3
5906	social	identity	concern	3
5907	theoretical	framework	explain	4
5908	control	obtain	reward	3
5909	power	distance	organization	4
5910	demand	climatic	resource	4
5911	transference	examine	leader	3
5912	process	leadership	management	3
5913	leader	affective	state	7
5914	group	member	perception	4
5915	design	appropriate	issue	3
5916	construction	ship	collective	3
5917	relationship	develop	produce	3
5918	examine	constructivist	concept	3
5919	theoretical	leadership	approach	4
5920	power	basis	influence	3
5921	tension	dominate	management	3
5922	adaptive	tension	hope	3
5923	leader	focus	communication	3
5924	similarity	man	woman	3
5925	strategic	human	resource	13
5926	entail	create	approach	3
5927	member	behavior	observe	3
5928	process	outcome	directiveness	12
5929	increase	reliance	team	3
5930	model	predict	outcome	3
5931	work	assignment	dimension	3
5932	style	expectation	evaluation	3
5933	explore	structuring	benefit	3
5934	content	leader	message	3
5935	interact	construct	knowledge	3
5936	organizational	relational	leadership	3
5937	term	manager	leader	5
5938	relationship	reciprocal	value	4
5939	team	member	report	5
5940	responsibility	construction	understanding	3
5941	creativity	innovative	behaviour	3
5942	serve	argue	entity	3
5943	define	masculine	term	3
5944	model	focus	relationship	3
5945	related	follower	organizational	3
5946	consistent	electronic	brainstorming	3
5947	outcome	process	directiveness	3
5948	leadership	construct	criterion	4
5949	appeal	follower	sense	3
5950	hierarchical	culture	rational	3
5951	role	embed	social	3
5952	small	power	distance	10
5953	define	leadership	leader	3
5954	social	relation	work	3
5955	hosking	leader	contribute	3
5956	rating	commitment	apply	4
5957	social	identity	identification	3
5958	management	planning	separate	3
5959	identity	refer	individual	3
5960	model	network	analysis	3
5961	reality	ontological	know	3
5962	productivity	faculty	member	3
5963	inequality	influence	leader	3
5964	demand	increase	job	4
5965	investment	human	resource	5
5966	enable	define	leadership	3
5967	sense	call	life	3
5968	influence	leadership	attribution	3
5969	hope	faith	altruistic	4
5970	daily	constitute	disrupt	3
5971	leadership	virtual	team	5
5972	individual	understand	real	3
5973	business	environment	characterize	3
5974	team	member	communicate	4
5975	team	reflection	serve	3
5976	motivated	instrumental	affective	3
5977	cope	stressful	situation	3
5978	consideration	larger	social	3
5979	heterogeneity	team	reflection	6
5980	construct	leadership	truth	3
5981	explanation	perceive	autocratic	3
5982	man	woman	choose	3
5983	emotional	climate	classroom	6
5984	approach	complex	adaptive	3
5985	knowledge	create	sensory	3
5986	theory	describe	leader	4
5987	gap	prior	leadership	3
5988	dyad	group	analysis	10
5989	multiple	way	approach	3
5990	leader	control	situation	3
5991	trauma	resuscitation	unit	30
5992	social	distance	essential	3
5993	participant	consistent	social	3
5994	dyad	group	view	5
5995	relationship	symbolic	center	4
5996	follower	interest	sake	6
5997	nature	interaction	depend	3
5998	principal	occupy	betweenness	3
5999	investigate	moderate	role	3
6000	choice	decision	process	3
6001	safety	culture	influence	4
6002	relational	leadership	process	5
6003	job	context	factor	6
6004	command	control	hierarchical	3
6005	constructionist	hosking	social	3
6006	interact	process	development	3
6007	incongruity	female	gender	7
6008	approach	leadership	construct	3
6009	understanding	interaction	actor	3
6010	propose	behavior	related	4
6011	concern	welfare	express	3
6012	decision	support	environment	5
6013	relation	set	transference	3
6014	understanding	leadership	phenomena	5
6015	empirical	evidence	suggest	5
6016	action	science	insider	3
6017	individual	perception	cognition	5
6018	entity	serve	argue	3
6019	flexibility	high	emphasis	5
6020	theory	understand	context	3
6021	power	concentrate	individual	3
6022	reality	view	perception	3
6023	identity	salience	moderate	4
6024	role	administrative	leadership	4
6025	attempt	influence	behavior	4
6026	accomplish	objective	group	3
6027	high	intercorrelation	transformational	3
6028	performance	term	organization	3
6029	group	oriented	attitude	3
6030	link	leader	network	3
6031	relationship	social	concept	3
6032	approach	group	member	3
6033	collaborative	interdependence	introduce	3
6034	exercise	leadership	influence	3
6035	historical	process	structuring	3
6036	stem	relationship	serve	3
6037	leadership	assessment	process	4
6038	team	member	learn	4
6039	connection	interdependency	organization	3
6040	confidence	follower	lead	3
6041	concept	view	leadership	3
6042	leader	positive	model	3
6043	dynamic	influence	process	3
6044	transformation	call	member	3
6045	object	nature	view	3
6046	enhance	occupational	safety	4
6047	component	contribute	trust	3
6048	direct	communication	involve	3
6049	couple	department	organization	3
6050	differentiate	leader	nonleader	7
6051	discussion	intend	represent	3
6052	turn	point	event	3
6053	man	autocratic	leadership	3
6054	leadership	construct	process	3
6055	social	organizational	factor	3
6056	group	identity	positive	3
6057	gender	role	leadership	4
6058	creative	work	process	3
6059	consider	participant	construction	3
6060	move	graen	call	3
6061	influence	life	satisfaction	3
6062	competence	benevolence	integrity	3
6063	attempt	follower	leader	3
6064	building	trust	incident	5
6065	distinguish	leader	people	3
6066	trait	emerge	leader	3
6067	complex	knowledge	principle	3
6068	purpose	mission	group	3
6069	dimension	stronger	contributor	4
6070	relationship	transaction	exchange	3
6071	electronic	brainstorming	spirit	7
6072	influence	trust	leadership	3
6073	performance	team	organization	6
6074	need	strength	subordinate	3
6075	theory	consider	likelihood	3
6076	resource	depletion	exacerbate	3
6077	informal	influence	individual	4
6078	collaborator	develop	relationship	3
6079	leadership	key	role	3
6080	support	healthful	regeneration	3
6081	adopt	combination	examine	3
6082	create	interdependence	inequality	3
6083	hold	term	manager	3
6084	problem	solving	clarify	3
6085	mediate	role	team	4
6086	relational	criterion	judgment	3
6087	apply	organizational	setting	3
6088	individual	think	entity	3
6089	outcome	positive	negative	3
6090	plan	problem	solving	3
6091	factor	analysis	questionnaire	4
6092	social	construction	ongoing	3
6093	dyadic	linkage	theory	20
6094	resource	depletion	anxiety	3
6095	individual	group	organizational	15
6096	objective	effort	build	3
6097	call	hero	myth	3
6098	team	trauma	resuscitation	8
6099	fail	provide	clear	3
6100	member	virtual	team	4
6101	resource	management	role	24
6102	problematic	nature	rating	4
6103	context	human	resource	3
6104	leader	choose	style	3
6105	bound	job	middle	3
6106	empowerment	support	innovation	10
6107	staff	personnel	outside	3
6108	proposition	social	identity	7
6109	coordinate	social	process	3
6110	theory	practice	relational	3
6111	climate	wealth	explanation	3
6112	social	responsibility	influence	4
6113	discuss	implication	finding	4
6114	group	member	focus	3
6115	group	autocratic	leadership	4
6116	approach	fact	intent	3
6117	combine	effort	engage	3
6118	rating	core	issue	3
6119	know	mind	individual	3
6120	prediction	hold	follower	18
6121	negative	relationship	leadership	4
6122	experience	feeling	reasoning	3
6123	behavior	leader	carry	3
6124	examine	leadership	relational	3
6125	dachler	organize	break	3
6126	relational	reality	share	3
6127	intend	real	reflect	4
6128	leader	member	group	9
6129	yetton	normative	decision	3
6130	basic	underlying	emphasis	3
6131	sense	obligation	reciprocate	4
6132	leader	influential	people	3
6133	influence	empowerment	leader	3
6134	characteristic	management	practice	4
6135	context	ongoing	conversation	3
6136	leader	assertive	influence	7
6137	practice	human	resource	3
6138	strong	tie	weak	3
6139	member	contribution	receipt	4
6140	independent	discrete	entity	3
6141	artificial	group	real	3
6142	affect	leadership	perception	3
6143	potential	business	value	3
6144	dynamics	ground	social	3
6145	relational	identity	emanate	3
6146	man	woman	leader	7
6147	effective	contribution	social	3
6148	choose	authority	leader	3
6149	need	closure	related	9
6150	progress	represent	seek	3
6151	formal	managerial	leader	3
6152	model	store	memory	3
6153	provide	follower	appropriate	4
6154	employee	creativity	innovation	3
6155	extent	leader	perceive	4
6156	image	evoke	sense	3
6157	solution	originality	group	4
6158	followership	actor	relationship	3
6159	view	property	entity	3
6160	innovation	heterogeneous	team	3
6161	manager	author	argue	4
6162	implication	theory	practice	3
6163	research	program	data	4
6164	individual	specific	application	3
6165	reality	management	understand	3
6166	standard	structure	routine	3
6167	theory	appear	concerned	3
6168	researcher	subject	participant	3
6169	guide	leadership	sensemaking	3
6170	theory	tangible	organizational	3
6171	follow	structuration	theory	3
6172	encourage	team	member	10
6173	leadership	educational	technology	4
6174	manager	relational	leadership	4
6175	western	leadership	concept	4
6176	state	university	call	4
6177	theoretical	approach	explain	4
6178	business	unit	organization	4
6179	head	administrative	district	4
6180	approach	strength	gain	3
6181	regional	energy	transition	3
6182	job	stressor	bullying	4
6183	focus	welfare	group	3
6184	group	member	performance	3
6185	explore	relation	leadership	3
6186	ratio	gain	landholder	3
6187	demand	high	control	5
6188	construct	knowledge	system	3
6189	follower	communication	reinforcement	4
6190	consider	process	individual	3
6191	satisfaction	performance	criterion	5
6192	negative	nature	motivated	3
6193	theory	safety	culture	3
6194	challenge	complex	system	3
6195	emerge	interaction	individual	3
6196	subordinate	organizational	citizenship	4
6197	factor	analysis	behavior	9
6198	support	prototypical	leader	3
6199	manager	challenge	identify	3
6200	leadership	behaviour	related	3
6201	technology	influence	perceive	4
6202	control	align	approach	3
6203	hosking	argue	need	3
6204	manager	public	organisation	6
6205	principle	relation	organizational	3
6206	apply	focus	aesthetic	3
6207	point	illustrate	difference	3
6208	leadership	management	development	3
6209	description	close	distant	3
6210	follower	experience	high	3
6211	behavior	work	group	3
6212	characterize	strong	tie	3
6213	define	term	leader	3
6214	expectation	evaluation	relative	3
6215	align	team	member	3
6216	subordinate	need	independence	6
6217	context	larger	social	3
6218	work	define	relationship	4
6219	attitude	behaviour	beneficial	3
6220	implication	definition	evaluation	3
6221	task	contextual	performance	5
6222	leader	provide	reward	3
6223	cross	sectional	longitudinal	3
6224	student	outcome	analysis	3
6225	approach	know	process	3
6226	group	process	lead	4
6227	term	job	control	6
6228	leader	discuss	problem	3
6229	real	nature	leadership	3
6230	process	unfold	time	3
6231	generate	knowledge	organizational	3
6232	centralization	power	team	4
6233	notion	interpersonal	intra	3
6234	develop	leadership	adopt	3
6235	process	measure	group	4
6236	constitute	managerial	leader	3
6237	interaction	reward	anonymity	3
6238	trust	building	incident	11
6239	framework	emphasize	employee	3
6240	group	agreement	team	4
6241	introduction	person	relational	3
6242	behavior	focus	develop	3
6243	task	motivational	factor	6
6244	feeling	behave	respect	3
6245	behavior	effective	ineffective	3
6246	leadership	practice	inventory	21
6247	motivation	teacher	burnout	3
6248	language	relate	action	3
6249	methodology	limit	ability	3
6250	successful	project	manager	7
6251	role	leadership	organizational	3
6252	upper	echelon	approach	3
6253	employee	perception	empowerment	5
6254	relational	tone	quote	3
6255	care	concern	appreciation	5
6256	leader	similar	previous	3
6257	relational	researcher	interpersonal	3
6258	social	force	define	3
6259	outcome	interaction	social	3
6260	support	innovation	openness	4
6261	daily	psychological	need	4
6262	outcome	focus	investigation	3
6263	follower	identify	involved	3
6264	theory	leadership	leader	3
6265	generate	influence	demonstrate	3
6266	indirect	corporate	social	7
6267	democratic	autocratic	leader	3
6268	word	relationship	connection	3
6269	empathetic	skill	sense	3
6270	prior	work	leadership	3
6271	leader	transference	process	3
6272	team	member	perceive	4
6273	supervisor	middle	manager	5
6274	interaction	foundation	social	3
6275	develop	trust	relationship	3
6276	people	management	technique	3
6277	compilational	form	emergence	14
6278	need	closure	people	3
6279	fact	intent	highlight	3
6280	task	relationship	refer	3
6281	recognize	participant	construe	3
6282	social	relation	model	3
6283	technology	education	standard	3
6284	explanation	leadership	culture	3
6285	role	performance	team	13
6286	instructional	management	rating	3
6287	follower	moderate	high	4
6288	determine	recognize	leader	3
6289	motivation	behavior	discuss	3
6290	research	program	global	3
6291	sociocultural	apply	leadership	3
6292	agreement	leader	rating	3
6293	performance	corporate	social	3
6294	manager	job	autonomy	5
6295	employee	innovative	behaviour	7
6296	organization	health	care	3
6297	produce	approach	restrict	3
6298	performance	empirical	evidence	3
6299	follower	approach	job	6
6300	identify	leadership	profile	3
6301	compelling	direction	enable	3
6302	designate	leader	primary	3
6303	top	management	effort	3
6304	reality	focus	objective	3
6305	category	relate	individual	4
6306	leader	anxious	ambivalent	5
6307	moderate	relationship	follower	3
6308	high	strain	job	21
6309	approach	superior	subordinate	3
6310	discuss	potential	contribution	3
6311	people	hold	position	4
6312	environment	team	member	5
6313	way	people	absorb	3
6314	leadership	main	contribution	3
6315	role	view	leadership	3
6316	effort	reliant	individual	3
6317	reciprocate	apply	strategic	3
6318	personal	physical	psychological	3
6319	social	responsibility	enhance	3
6320	methodology	available	communication	3
6321	leader	adapt	change	3
6322	sense	personal	identity	4
6323	full	range	behavior	4
6324	process	participant	changing	3
6325	flexibility	enhance	process	4
6326	behavior	leader	demonstrate	3
6327	customer	relationship	outcome	7
6328	human	resource	management	119
6329	model	emerge	finding	3
6330	context	social	relation	3
6331	citizenship	behavior	trust	4
6332	behave	way	reflect	3
6333	transformational	transactional	behavior	5
6334	apply	strategic	human	3
6335	model	individual	specific	3
6336	provide	strong	evidence	3
6337	moderate	role	identification	4
6338	background	turn	discussion	3
6339	dilemma	group	member	3
6340	relationship	leadership	practice	3
6341	give	rise	culture	3
6342	identification	project	stakeholder	3
6343	social	responsibility	performance	4
6344	employee	work	value	10
6345	profound	extraordinary	follower	4
6346	relation	feedback	basic	3
6347	organizational	insider	inquiry	3
6348	perceptual	objective	measure	3
6349	positive	autocratic	leadership	3
6350	power	model	organizational	6
6351	employer	employee	relationship	6
6352	emotion	involved	leadership	3
6353	task	social	behavior	3
6354	leadership	reason	complex	3
6355	structure	organization	culture	4
6356	effort	insider	scholar	3
6357	emphasis	leadership	outside	3
6358	emotion	divide	symbolic	3
6359	social	construction	process	3
6360	member	attribution	process	3
6361	represent	difference	leadership	3
6362	approach	team	member	3
6363	realign	follower	value	3
6364	discuss	deal	standard	3
6365	psychological	remains	approach	3
6366	uncertainty	reduction	mechanism	3
6367	judgment	finding	imply	3
6368	collectivism	power	distance	3
6369	refer	leader	provide	3
6370	theory	consideration	transformational	3
6371	force	work	influence	5
6372	autonomous	control	motivation	5
6373	implicit	theory	leadership	31
6374	competence	high	commitment	13
6375	manager	perform	human	4
6376	espouse	theory	value	3
6377	negative	emotion	frustration	3
6378	personal	identity	difficult	3
6379	identity	theory	argue	3
6380	problem	solving	situation	3
6381	strategic	manager	decide	3
6382	complex	understanding	causality	3
6383	communication	dialogue	movement	3
6384	independent	source	data	3
6385	form	corporate	social	6
6386	leader	member	outcome	5
6387	elaboration	information	diverse	3
6388	leader	link	individual	3
6389	influence	relationship	view	3
6390	group	member	decision	4
6391	general	category	relate	4
6392	school	improvement	approach	4
6393	female	manager	ascribe	3
6394	team	member	relationship	7
6395	context	influence	abstract	3
6396	guideline	future	behavior	3
6397	show	leader	individual	3
6398	collective	social	identity	5
6399	model	drive	understanding	3
6400	apply	leadership	focus	3
6401	objective	truth	clear	3
6402	confidence	commitment	motivation	4
6403	resource	planning	assimilation	7
6404	innovation	supportive	climate	5
6405	execution	human	resource	4
6406	entitativity	extreme	group	3
6407	relational	leadership	dynamics	3
6408	holistic	view	leadership	5
6409	embed	context	person	3
6410	negative	subordinate	perceive	3
6411	health	care	organization	8
6412	social	political	economic	4
6413	greater	intrinsic	satisfaction	3
6414	team	member	reflect	3
6415	traditional	theory	leadership	3
6416	leader	team	member	16
6417	group	explore	count	3
6418	description	talk	friend	3
6419	style	problem	structure	4
6420	specific	content	issue	3
6421	adaptive	problem	solving	5
6422	individual	display	prototypical	3
6423	commitment	corporate	social	3
6424	balance	positive	negative	3
6425	promote	value	interest	6
6426	direct	contact	leader	3
6427	implication	leadership	produce	3
6428	related	knowledge	share	3
6429	larger	context	organization	3
6430	life	operationalize	methodology	3
6431	leadership	researcher	need	3
6432	employee	stress	papers	4
6433	organization	leader	status	3
6434	financial	performance	organization	3
6435	radical	feminism	artifact	3
6436	oriented	motivation	group	3
6437	construct	local	cultural	3
6438	notion	position	organization	3
6439	process	adopt	constructionist	3
6440	popular	leadership	book	3
6441	process	true	expand	3
6442	time	spend	management	3
6443	leader	ensure	follower	4
6444	integration	numerous	methodology	3
6445	express	confidence	subordinate	4
6446	sense	construe	response	3
6447	focus	manager	subordinate	6
6448	relational	element	expect	4
6449	adopt	constructivist	approach	3
6450	action	centre	leader	4
6451	specific	follower	leader	3
6452	gender	egalitarian	society	4
6453	relevant	criterion	decision	3
6454	state	university	michigan	6
6455	fit	situation	follow	3
6456	member	achieve	approach	3
6457	theory	leadership	hogg	3
6458	symbolic	interactionist	positivist	3
6459	situation	susceptibility	change	6
6460	state	university	consideration	5
6461	student	participation	engagement	6
6462	relationship	organizational	function	4
6463	service	responsiveness	predictor	3
6464	leadership	practical	difference	3
6465	exposure	kind	issue	3
6466	theory	assume	organization	3
6467	entity	risk	replicate	3
6468	member	knowledge	share	4
6469	investigate	middle	organizational	4
6470	event	relation	value	3
6471	reveal	reality	ontological	3
6472	leadership	generate	bring	3
6473	communication	process	vehicle	3
6474	theoretical	understanding	leadership	3
6475	leader	member	dyad	16
6476	social	reality	emergent	3
6477	presence	living	body	3
6478	transition	patient	acuity	4
6479	employee	cynicism	empowerment	3
6480	positive	social	function	3
6481	reform	positive	negative	3
6482	understanding	autocratic	leadership	3
6483	experience	joy	peace	3
6484	flexibility	managerial	performance	3
6485	trait	distinguish	leader	3
6486	store	individual	understand	3
6487	approach	engage	contribute	3
6488	instrumental	affective	drive	3
6489	emphasize	relational	constructionism	3
6490	social	work	administrator	6
6491	healthful	regeneration	increase	11
6492	attribution	process	structure	3
6493	cognitive	operation	separable	3
6494	affirm	group	alter	3
6495	influence	leader	salient	3
6496	behalf	value	attitude	3
6497	change	daily	model	3
6498	leader	investigate	process	3
6499	association	leadership	practice	3
6500	power	distance	culture	19
6501	define	characteristic	heart	3
6502	eliminate	negative	view	3
6503	pay	raise	depend	3
6504	entity	individual	agency	3
6505	generation	application	behaviour	3
6506	practical	knowledge	potential	4
6507	leadership	university	state	61
6508	social	identity	framing	5
6509	leader	ability	facilitate	3
6510	upper	echelon	theory	10
6511	mediate	relationship	leader	9
6512	develop	change	encourage	3
6513	nurse	reaction	work	4
6514	hold	manager	subordinate	3
6515	success	change	effort	3
6516	approach	implementation	behavior	3
6517	resource	practice	develop	3
6518	foster	perception	leader	3
6519	arise	empowerment	consistency	3
6520	framework	organization	direct	3
6521	organize	consider	leadership	3
6522	follower	anxious	ambivalent	3
6523	approach	model	assume	3
6524	mind	leader	expand	3
6525	examine	relationship	organizational	3
6526	relationship	dachler	hosking	3
6527	analysis	issue	theory	3
6528	restrict	single	small	4
6529	consistent	lord	extend	3
6530	approach	depend	develop	3
6531	social	contagion	process	8
6532	contribution	social	expect	3
6533	job	demand	resource	3
6534	involve	complex	knowledge	3
6535	relate	constructive	ongoing	3
6536	reason	complex	psychological	3
6537	task	meeting	expectation	3
6538	team	member	problem	3
6539	relationship	develop	discourse	3
6540	organizational	leadership	suggest	3
6541	framework	information	technology	4
6542	mind	leader	time	3
6543	make	explanation	offer	3
6544	system	similarity	key	3
6545	problem	solving	process	7
6546	behavior	leader	display	3
6547	unified	theory	leadership	3
6548	group	approach	follower	3
6549	behavior	refer	leader	3
6550	firm	competitive	advantage	3
6551	develop	authentic	leader	3
6552	structure	influence	relationship	3
6553	model	pure	constructionist	3
6554	empirical	evidence	participation	3
6555	individual	span	factor	4
6556	discussion	framework	approach	3
6557	project	manager	leadership	7
