	gram_1	gram_2	Freq
28853	expect	positive	10
28854	difficult	achieve	5
28855	leadership	sufficient	3
28856	retail	sector	4
28857	characteristic	leadership	65
28858	coping	mechanism	3
28859	situation	contingency	3
28860	contribute	grow	3
28861	reward	available	3
28862	training	education	6
28863	previous	analysis	7
28864	message	clear	3
28865	call	holonomic	3
28866	moderate	influence	18
28867	country	develop	6
28868	claim	high	3
28869	term	single	3
28870	leader	value	51
28871	foundation	sociology	3
28872	theory	researcher	6
28873	related	event	10
28874	distance	team	13
28875	broader	relational	3
28876	theoretical	stream	3
28877	serve	argue	3
28878	leader	social	18
28879	theory	evidence	9
28880	relation	implicit	11
28881	performance	factor	4
28882	uncertainty	approach	6
28883	limit	nature	3
28884	employee	react	8
28885	adopt	style	5
28886	leadership	sensemaking	9
28887	teacher	burnout	6
28888	emphasis	dimension	3
28889	manager	response	4
28890	discrete	abstract	3
28891	alternative	group	3
28892	characteristic	manager	12
28893	critical	group	5
28894	practice	transformational	4
28895	hierarchical	team	3
28896	report	hold	3
28897	supervisor	influence	7
28898	research	program	84
28899	propose	strategy	3
28900	scholarly	attention	3
28901	innovation	manager	5
28902	key	leadership	4
28903	leader	design	3
28904	interpersonal	require	3
28905	short	duration	8
28906	establish	successful	3
28907	enhance	relationship	7
28908	cultural	script	3
28909	response	influence	4
28910	leader	drive	4
28911	transaction	exchange	5
28912	style	overlap	5
28913	mediate	moderation	5
28914	concern	process	4
28915	organization	view	13
28916	university	model	3
28917	individual	achieve	4
28918	individual	define	14
28919	exposure	suffer	3
28920	people	power	3
28921	knowledge	interest	4
28922	follower	foster	5
28923	bullying	job	3
28924	theory	personal	4
28925	exposure	kind	3
28926	autonomy	influence	3
28927	depend	context	17
28928	generalizability	finding	15
28929	design	freeze	7
28930	performance	accountability	3
28931	willingness	accomplish	3
28932	integrate	trait	3
28933	performance	explain	7
28934	pragmatic	leadership	18
28935	evidence	leadership	11
28936	behavior	metacategory	3
28937	gender	nature	3
28938	require	element	4
28939	international	business	5
28940	risk	factor	7
28941	clear	relationship	3
28942	analysis	relative	5
28943	comparison	view	4
28944	transfer	regulatory	3
28945	experience	joy	3
28946	comment	generate	3
28947	major	organizational	5
28948	influence	examine	5
28949	represent	tendency	5
28950	measure	relation	3
28951	maximize	group	3
28952	need	group	4
28953	group	outcome	28
28954	suggest	relationship	8
28955	model	relationship	7
28956	employee	decision	4
28957	positive	work	13
28958	data	set	18
28959	leadership	lord	6
28960	emotion	follower	7
28961	analysis	bass	5
28962	power	status	8
28963	stress	reaction	6
28964	argue	strong	4
28965	appeal	individual	4
28966	understanding	complexity	3
28967	evidence	manager	3
28968	leadership	attribution	14
28969	finding	believe	3
28970	select	trait	3
28971	form	behavior	8
28972	achieve	safety	3
28973	factor	team	3
28974	admiration	respect	4
28975	life	positive	6
28976	practical	application	6
28977	corrective	transaction	4
28978	outcome	role	3
28979	situation	term	11
28980	follower	expect	23
28981	leader	aware	18
28982	intention	motive	3
28983	decision	accept	3
28984	role	affective	3
28985	organization	related	13
28986	transaction	memory	12
28987	underlying	emphasis	3
28988	emotion	involved	3
28989	respondent	perceive	3
28990	staff	student	7
28991	good	poor	4
28992	provide	support	56
28993	assess	performance	6
28994	concrete	term	3
28995	need	consider	3
28996	sense	manager	4
28997	seek	foster	3
28998	raw	score	10
28999	holonomic	process	9
29000	construct	participant	3
29001	evolutionary	model	4
29002	competency	leader	4
29003	hand	approach	3
29004	hierarchy	market	5
29005	influence	trust	10
29006	greater	preference	3
29007	link	emergence	5
29008	subordinate	offer	3
29009	human	intervention	3
29010	manager	large	4
29011	determinant	leadership	6
29012	relationship	generate	7
29013	examine	job	3
29014	instructional	leadership	53
29015	leadership	burns	8
29016	concept	symbolic	3
29017	object	relation	12
29018	focus	ideal	5
29019	leadership	enhance	7
29020	description	talk	3
29021	loss	leader	3
29022	generalization	leadership	3
29023	contribution	approach	3
29024	problem	arise	4
29025	model	describe	14
29026	majority	rule	4
29027	trait	support	3
29028	stability	group	3
29029	further	work	4
29030	basic	category	3
29031	organizational	size	8
29032	distinguishing	leader	3
29033	formal	drive	3
29034	explore	structuring	3
29035	primary	source	10
29036	process	approach	18
29037	university	academic	3
29038	older	newer	3
29039	grow	awareness	3
29040	construct	change	4
29041	reason	expect	14
29042	transformational	predict	4
29043	incorporate	multiple	3
29044	style	need	3
29045	sense	justice	4
29046	offer	opportunity	15
29047	generic	definition	3
29048	discuss	implication	13
29049	reality	construct	8
29050	building	block	18
29051	social	connection	7
29052	human	need	5
29053	key	create	3
29054	leadership	communication	7
29055	manager	formal	5
29056	leader	decide	7
29057	uncertainty	complexity	4
29058	measure	control	5
29059	man	display	4
29060	leader	distinction	4
29061	setting	extend	3
29062	style	related	9
29063	group	writing	3
29064	structure	routine	5
29065	organization	possibility	3
29066	supervisor	manager	9
29067	special	kind	6
29068	expect	performance	16
29069	variety	factor	7
29070	avoidant	leadership	6
29071	analysis	produce	4
29072	convergence	divergence	3
29073	relation	trait	6
29074	relationship	causal	6
29075	seek	develop	7
29076	high	interdependence	3
29077	subject	phenomena	3
29078	leader	salient	5
29079	competence	high	17
29080	statistic	report	3
29081	leader	action	64
29082	action	theory	12
29083	mistake	failure	3
29084	convergence	leadership	3
29085	propose	increase	4
29086	model	form	15
29087	recognition	provide	3
29088	behavior	discuss	9
29089	describe	value	3
29090	proposition	social	7
29091	exit	option	4
29092	control	team	6
29093	follower	opportunity	6
29094	stressful	employee	3
29095	exposure	negative	3
29096	represent	reality	3
29097	employee	perpetrator	4
29098	concern	direct	3
29099	structure	term	5
29100	demonstrate	strong	5
29101	man	lead	5
29102	make	idiosyncrasy	3
29103	autonomy	manager	3
29104	perceive	value	4
29105	body	evidence	6
29106	performance	maintenance	7
29107	valid	measurement	3
29108	enable	leadership	11
29109	commitment	demonstrate	3
29110	true	score	6
29111	member	agreement	4
29112	delegate	leadership	8
29113	time	prevent	4
29114	expect	commitment	3
29115	perceive	social	8
29116	mind	construct	3
29117	approach	restrict	3
29118	assign	safety	14
29119	employee	involved	5
29120	lower	member	3
29121	regeneration	physical	3
29122	lead	specific	3
29123	development	capability	3
29124	force	work	6
29125	match	mismatch	14
29126	explain	success	3
29127	time	management	3
29128	process	achieve	7
29129	work	benjamin	5
29130	group	membership	82
29131	leader	concerned	10
29132	perception	explain	6
29133	challenging	time	3
29134	economic	behavior	5
29135	lead	instrument	3
29136	propose	theoretical	5
29137	organization	adapt	9
29138	employee	effort	7
29139	gain	compliance	6
29140	require	time	6
29141	actor	involved	3
29142	development	comprehensive	4
29143	personal	theory	11
29144	concern	individual	10
29145	like	influence	5
29146	value	emphasis	3
29147	risk	replicate	3
29148	future	practice	3
29149	municipal	council	3
29150	close	leader	24
29151	behavior	most	3
29152	viewpoint	reason	3
29153	paper	explore	8
29154	action	work	3
29155	factor	shape	5
29156	behaviour	concept	3
29157	complex	matter	3
29158	organization	participant	3
29159	positive	job	9
29160	provide	accurate	3
29161	composition	group	12
29162	characteristic	generate	5
29163	country	culture	8
29164	behavior	independent	10
29165	find	interesting	3
29166	give	emphasis	3
29167	sole	responsibility	4
29168	ability	elicit	4
29169	elaborate	discussion	3
29170	health	state	7
29171	independent	dimension	9
29172	create	uncertainty	3
29173	follower	motivate	7
29174	perception	gender	3
29175	basis	finding	5
29176	manner	leader	12
29177	content	life	3
29178	work	support	12
29179	contract	exchange	5
29180	identify	antecedent	15
29181	model	role	3
29182	conversation	organizational	3
29183	life	burnout	4
29184	behavior	dependent	8
29185	need	model	5
29186	western	culture	12
29187	task	participant	3
29188	fit	interest	3
29189	perception	supervisor	5
29190	implication	approach	4
29191	ability	trust	4
29192	dissatisfaction	leader	3
29193	view	human	4
29194	exhibit	leadership	3
29195	team	trauma	8
29196	outcome	interaction	7
29197	set	relationship	7
29198	manner	individual	3
29199	monitoring	represent	5
29200	knowledge	understanding	6
29201	behavior	taxonomy	11
29202	vulnerability	subordinate	3
29203	burns	bass	13
29204	propose	difference	3
29205	group	willing	3
29206	theory	conduct	6
29207	environment	provide	4
29208	stakeholder	perception	3
29209	inspire	employee	4
29210	examine	related	4
29211	leadership	morphology	3
29212	related	relative	3
29213	theoretical	conceptual	5
29214	society	feel	3
29215	true	theory	3
29216	organizational	management	10
29217	contrast	social	4
29218	negative	outcome	24
29219	express	preference	5
29220	structure	transformational	3
29221	member	feeling	4
29222	increase	organizational	12
29223	relational	model	4
29224	leader	foster	19
29225	language	create	3
29226	task	change	3
29227	employee	idea	3
29228	explore	alternative	4
29229	organization	contrast	9
29230	leader	socialize	5
29231	organizational	technical	3
29232	mediate	group	6
29233	theory	instrument	3
29234	increase	creativity	7
29235	change	view	5
29236	efficacy	trait	3
29237	validate	model	5
29238	conclusion	discussion	3
29239	support	implementation	6
29240	disrupt	change	3
29241	illuminate	key	3
29242	school	size	8
29243	training	program	39
29244	system	support	13
29245	practice	relation	3
29246	lead	proposition	7
29247	process	outcome	72
29248	implement	organization	7
29249	hospital	worker	3
29250	team	perceive	4
29251	produce	direct	3
29252	leader	authoritarian	3
29253	austrian	manager	9
29254	consistent	leader	7
29255	power	team	11
29256	learn	communication	3
29257	construct	behavior	6
29258	theory	analysis	10
29259	task	contrast	5
29260	approach	achieve	4
29261	approach	define	19
29262	plan	project	3
29263	high	energy	7
29264	future	state	15
29265	identity	emphaseze	3
29266	team	characteristic	10
29267	dimension	project	3
29268	entity	consistent	3
29269	professional	characteristic	3
29270	evidence	causal	3
29271	provide	set	4
29272	develop	broader	3
29273	work	contribute	4
29274	appear	direct	3
29275	transformational	manager	3
29276	model	confirm	3
29277	relate	high	3
29278	hosking	leader	3
29279	organisational	context	5
29280	situation	style	5
29281	relation	feedback	3
29282	congruent	leader	6
29283	problem	monitor	3
29284	information	approach	8
29285	lack	humility	4
29286	turn	dependent	4
29287	participant	perception	3
29288	manager	task	7
29289	outcome	data	3
29290	manager	industry	4
29291	perception	power	5
29292	account	analysis	4
29293	produce	individual	3
29294	issue	woman	3
29295	linear	process	4
29296	principal	role	4
29297	leader	develop	59
29298	provide	valuable	7
29299	team	empowerment	4
29300	development	explore	7
29301	predict	positive	8
29302	recognition	leader	5
29303	guide	theory	7
29304	policy	issue	3
29305	underlying	theory	19
29306	value	emotion	3
29307	teacher	autonomous	6
29308	leader	superior	12
29309	breadth	knowledge	3
29310	identify	set	5
29311	organization	direction	6
29312	behavior	create	11
29313	process	explore	4
29314	paper	suggest	6
29315	problem	provide	7
29316	positive	need	3
29317	culture	turn	3
29318	over	reliance	3
29319	finding	observe	3
29320	role	management	5
29321	stress	negative	3
29322	related	organizational	29
29323	connection	membership	3
29324	leader	adaptability	12
29325	manager	shareholder	3
29326	statement	leadership	3
29327	trait	reflect	3
29328	feedback	cost	7
29329	bass	burns	4
29330	argue	act	4
29331	nature	exchange	3
29332	follower	form	17
29333	compare	contrast	14
29334	greater	satisfaction	4
29335	political	organization	3
29336	depth	psychology	6
29337	individual	career	5
29338	contextual	leadership	10
29339	turn	positive	4
29340	elementary	school	9
29341	propose	extend	3
29342	dynamics	design	3
29343	create	learn	7
29344	job	work	5
29345	practice	control	4
29346	leadership	break	3
29347	construct	investigate	4
29348	theory	proposition	4
29349	school	emerge	3
29350	way	cultural	3
29351	high	finding	5
29352	strong	norm	4
29353	problem	process	3
29354	difference	support	3
29355	theory	appropriate	4
29356	serve	moderator	9
29357	collectivity	social	3
29358	industrial	commercial	3
29359	sampling	strategy	3
29360	global	unit	6
29361	objective	subordinate	3
29362	abstract	concrete	3
29363	coach	player	4
29364	receive	interest	3
29365	characteristic	emerge	3
29366	society	leadership	3
29367	require	skill	5
29368	discussion	time	3
29369	leadership	consistent	10
29370	objective	strategy	6
29371	researcher	link	3
29372	prior	empirical	3
29373	term	measure	4
29374	vulnerability	increase	4
29375	need	innovation	4
29376	situation	assume	4
29377	receive	exchange	5
29378	sex	difference	69
29379	dimension	capture	3
29380	model	interaction	15
29381	argue	ethical	3
29382	examine	greater	3
29383	interest	good	6
29384	leader	competence	10
29385	work	judge	3
29386	knowledge	issue	4
29387	group	characteristic	16
29388	interest	behavior	3
29389	hierarchical	taxonomy	17
29390	approach	outcome	5
29391	leadership	understanding	7
29392	measurement	approach	10
29393	fitness	increase	3
29394	structure	style	8
29395	single	ontology	4
29396	manager	produce	3
29397	choose	situation	3
29398	research	follower	3
29399	production	target	3
29400	leadership	entail	3
29401	leader	force	4
29402	direct	participation	4
29403	set	role	5
29404	burns	term	3
29405	model	subordinate	5
29406	work	student	10
29407	confound	leadership	4
29408	instrumental	expressive	9
29409	productivity	faculty	4
29410	behaviour	deal	3
29411	influence	lower	3
29412	temporary	organization	5
29413	model	strategy	3
29414	interpersonal	risk	5
29415	team	demand	3
29416	factor	independent	5
29417	philosophical	underpinnings	3
29418	turn	create	6
29419	position	work	4
29420	characteristic	moderate	4
29421	trust	facilitate	6
29422	strategy	response	3
29423	skill	follower	3
29424	follower	role	14
29425	environment	leader	10
29426	call	high	3
29427	approach	trace	3
29428	context	decision	3
29429	dimension	form	5
29430	lead	success	3
29431	subordinate	manager	8
29432	firm	network	3
29433	factor	leadership	23
29434	leadership	pursue	3
29435	term	represent	3
29436	perceive	employee	6
29437	network	hosking	3
29438	support	lord	5
29439	work	improve	3
29440	chance	pay	3
29441	recognize	participant	3
29442	feel	safe	9
29443	emergence	development	3
29444	accomplish	follower	4
29445	strong	culture	8
29446	trust	focus	3
29447	psychological	factor	5
29448	agreeable	leader	6
29449	primary	basis	3
29450	behavior	give	3
29451	explain	procedure	3
29452	focus	action	4
29453	target	bully	4
29454	engage	organizational	8
29455	leadership	stress	6
29456	produce	group	7
29457	potential	substitute	4
29458	fortune	company	3
29459	manager	communicate	3
29460	trait	activate	5
29461	unethical	behaviour	3
29462	maturity	employee	9
29463	group	salience	10
29464	group	protect	4
29465	single	chain	5
29466	category	perception	3
29467	view	argue	9
29468	work	partnership	3
29469	work	reflect	3
29470	position	enable	3
29471	individual	perceive	32
29472	agreeable	individual	10
29473	explanation	imply	8
29474	closure	lead	3
29475	unethical	action	4
29476	leader	instrumental	3
29477	unfold	involve	3
29478	model	data	6
29479	independent	oriented	3
29480	behavioral	indicator	5
29481	emphasize	term	3
29482	organizational	follower	3
29483	reaction	superior	4
29484	development	questionnaire	11
29485	social	cultural	7
29486	leave	process	4
29487	organizational	image	4
29488	developmental	leader	3
29489	apply	leadership	29
29490	prediction	derive	6
29491	behavior	enact	7
29492	distinction	concept	6
29493	participant	directive	3
29494	style	motive	3
29495	support	constrain	3
29496	information	outcome	4
29497	manager	term	8
29498	moral	authoritarian	7
29499	prior	leadership	16
29500	support	enhance	6
29501	responsibility	gain	3
29502	tie	positive	3
29503	affect	burnout	3
29504	affect	performance	18
29505	achieve	extraordinary	4
29506	bond	develop	3
29507	action	need	7
29508	part	group	3
29509	humility	construct	3
29510	follower	accord	7
29511	finding	produce	3
29512	influence	subject	3
29513	idea	hold	4
29514	relate	task	3
29515	minimum	maximum	4
29516	public	service	7
29517	application	development	3
29518	situation	determine	13
29519	passive	leader	8
29520	diverse	setting	3
29521	interpersonal	affect	3
29522	stress	help	3
29523	value	work	12
29524	originality	group	4
29525	argue	support	4
29526	clear	explain	3
29527	influence	finding	3
29528	adoption	implementation	6
29529	argue	build	3
29530	break	traditional	4
29531	action	related	12
29532	congruence	unit	3
29533	explanation	regard	3
29534	identification	reduce	3
29535	cultural	researcher	3
29536	emotion	turn	3
29537	individual	object	3
29538	inspire	trust	5
29539	manager	appear	4
29540	network	enact	3
29541	intention	turnover	4
29542	desire	solution	3
29543	support	communication	3
29544	direct	implication	3
29545	understanding	operate	3
29546	instruction	student	4
29547	situation	experience	7
29548	culture	organisational	7
29549	write	rule	4
29550	problem	leader	10
29551	control	leadership	18
29552	strongest	relationship	5
29553	bound	consistent	3
29554	stress	lead	3
29555	enact	leader	7
29556	objective	increase	3
29557	ceo	hubris	3
29558	express	satisfaction	3
29559	classification	system	3
29560	follower	emulate	6
29561	testing	issue	3
29562	context	regard	4
29563	uncertainty	environment	3
29564	dimension	compare	3
29565	sensemaking	activity	8
29566	interact	communication	3
29567	leader	culture	8
29568	problem	individual	5
29569	provide	guidance	14
29570	form	factor	8
29571	deal	evidence	3
29572	motivated	high	4
29573	cultural	practice	4
29574	collective	follower	4
29575	accord	bandura	3
29576	teaching	problem	3
29577	influence	expectation	10
29578	measure	ask	3
29579	growth	profitability	3
29580	teacher	control	5
29581	high	stakeholder	3
29582	motivation	confidence	3
29583	decision	create	3
29584	exert	control	4
29585	leadership	issue	18
29586	humility	future	3
29587	model	increase	5
29588	routine	job	4
29589	activity	participant	4
29590	increase	situation	4
29591	performance	contribution	3
29592	multiple	meaning	6
29593	task	person	12
29594	reward	worker	3
29595	dynamic	complex	4
29596	lord	suggest	6
29597	nurse	care	3
29598	array	personal	3
29599	influence	component	4
29600	faith	organization	4
29601	difference	student	6
29602	satisfaction	democratic	7
29603	improve	follower	5
29604	reality	management	4
29605	leadership	response	3
29606	player	coach	3
29607	concept	component	8
29608	cross	construct	3
29609	conduct	topic	3
29610	yetton	normative	4
29611	model	characterize	3
29612	position	job	3
29613	provide	organizational	4
29614	explore	leadership	17
29615	organization	approach	27
29616	coaching	training	3
29617	cultural	religious	7
29618	deal	personal	4
29619	satisfaction	firm	4
29620	analysis	strong	3
29621	offer	subordinate	9
29622	management	practice	71
29623	support	exchange	3
29624	share	interest	8
29625	create	challenge	3
29626	theory	conceptual	8
29627	setting	employee	3
29628	behavior	constitute	3
29629	regard	approach	3
29630	trust	believe	3
29631	identity	focus	3
29632	understanding	affect	3
29633	harvard	business	9
29634	organizational	status	6
29635	set	subordinate	4
29636	limit	attention	3
29637	characteristic	distinguish	9
29638	demonstrate	support	3
29639	establish	special	3
29640	argue	position	6
29641	insight	cultural	3
29642	willing	give	4
29643	negative	characteristic	5
29644	people	woman	4
29645	realize	approach	3
29646	employee	turn	3
29647	difference	set	4
29648	relation	chen	3
29649	draw	unique	5
29650	model	investigation	4
29651	leader	several	3
29652	idealize	perception	5
29653	behavior	complex	3
29654	entity	constructionist	3
29655	ethic	leader	4
29656	kind	leadership	22
29657	responsibility	suggest	3
29658	follower	subordinate	9
29659	rating	suggest	3
29660	range	behavior	11
29661	activity	contrast	4
29662	membership	leadership	4
29663	use	develop	4
29664	leave	leader	3
29665	prefer	manager	4
29666	development	characteristic	4
29667	perceptual	construct	4
29668	future	first	3
29669	ceo	media	6
29670	consideration	participation	4
29671	conduct	single	3
29672	academic	library	32
29673	company	fail	3
29674	people	expect	6
29675	identity	refer	6
29676	process	characteristic	12
29677	organization	author	3
29678	environmental	uncertainty	12
29679	contribution	entity	5
29680	differentiation	integration	3
29681	key	implication	3
29682	instrumental	approach	4
29683	average	team	14
29684	supplementary	analysis	7
29685	leader	language	3
29686	time	school	3
29687	active	watershed	3
29688	general	knowledge	5
29689	style	approach	5
29690	school	regard	4
29691	minimum	work	3
29692	relational	link	3
29693	team	cross	3
29694	association	leadership	16
29695	require	follower	4
29696	analysis	determine	10
29697	sponsorship	member	6
29698	investigate	act	3
29699	exchange	direction	3
29700	male	participant	8
29701	spirituality	religion	4
29702	deficiency	intervene	4
29703	transference	finding	3
29704	model	difference	16
29705	role	aesthetic	3
29706	dark	side	5
29707	leadership	large	4
29708	model	motivation	4
29709	innovation	regard	3
29710	transactional	approach	16
29711	encourage	divergent	3
29712	work	principle	5
29713	evidence	sufficient	3
29714	write	language	3
29715	measure	student	3
29716	act	achieve	3
29717	specific	employee	4
29718	reward	pay	3
29719	economic	factor	3
29720	explore	way	5
29721	represent	form	5
29722	social	personal	4
29723	student	view	5
29724	direct	communication	5
29725	constrain	behaviour	3
29726	part	model	3
29727	problem	group	3
29728	leader	trait	8
29729	good	job	6
29730	model	formulate	4
29731	norm	expectation	7
29732	organizational	community	4
29733	need	conceptualize	3
29734	job	related	22
29735	requirement	specific	3
29736	interaction	time	4
29737	safety	communication	6
29738	decision	output	3
29739	functional	behavior	3
29740	worker	approach	4
29741	lead	potential	4
29742	avolio	claim	3
29743	series	interaction	6
29744	process	variety	3
29745	multifactor	report	5
29746	believe	approach	5
29747	role	fit	10
29748	emerge	body	4
29749	future	success	3
29750	serve	guide	6
29751	transformational	emerge	5
29752	work	collaborative	4
29753	general	model	5
29754	fact	argue	3
29755	component	concept	5
29756	daily	model	3
29757	leader	target	13
29758	criterion	focus	10
29759	conclusion	paper	3
29760	organization	make	3
29761	relational	context	4
29762	distinction	suggest	6
29763	collaborator	leader	3
29764	relationship	people	16
29765	leader	avoid	14
29766	context	interest	3
29767	model	behavioral	3
29768	group	bring	5
29769	reliable	source	3
29770	outweigh	benefit	3
29771	leadership	high	32
29772	model	apply	9
29773	environment	organisation	3
29774	leader	classify	5
29775	evaluation	woman	3
29776	discuss	issue	8
29777	task	uncertainty	3
29778	way	depend	4
29779	relationship	interest	4
29780	increase	perception	11
29781	active	listen	4
29782	state	psychological	4
29783	career	choice	5
29784	leadership	evolve	10
29785	unit	culture	3
29786	measure	reflect	4
29787	position	need	3
29788	outcome	receive	3
29789	relationship	exchange	4
29790	engagement	leader	4
29791	alternative	theory	9
29792	critical	theory	6
29793	centre	leadership	3
29794	intrinsic	nature	3
29795	form	power	5
29796	leader	senior	5
29797	trust	cooperation	7
29798	knowledge	task	6
29799	promote	leader	4
29800	attitude	influence	6
29801	preliminary	finding	4
29802	transformational	moderate	4
29803	evaluation	expect	3
29804	factorial	structure	6
29805	position	related	9
29806	organization	concept	6
29807	overlap	leadership	10
29808	manager	attitude	6
29809	democratic	autocratic	20
29810	approach	perceive	10
29811	process	adopt	6
29812	role	relevant	4
29813	researcher	job	4
29814	theory	process	17
29815	effort	achieve	5
29816	promote	individual	6
29817	relationship	interactive	3
29818	effort	define	4
29819	involve	multiple	10
29820	approach	characteristic	15
29821	link	outcome	8
29822	second	support	3
29823	technology	innovation	5
29824	member	feel	26
29825	publish	book	4
29826	predictor	organizational	6
29827	climate	leader	6
29828	negative	affect	40
29829	time	team	7
29830	international	organization	4
29831	construction	ongoing	3
29832	examine	approach	13
29833	focus	project	3
29834	employee	life	7
29835	finding	prior	6
29836	follower	increase	15
29837	leadership	dynamic	5
29838	investigation	critical	3
29839	salient	characteristic	3
29840	organization	require	10
29841	need	theory	11
29842	offer	theoretical	9
29843	moderate	follower	6
29844	highlight	leadership	3
29845	sport	performance	3
29846	report	organizational	4
29847	account	process	3
29848	leave	group	10
29849	ascribe	leadership	6
29850	member	respect	8
29851	role	represent	3
29852	appropriate	reaction	3
29853	patient	care	20
29854	achievement	leader	4
29855	deem	appropriate	4
29856	sale	representative	3
29857	leader	exhibit	42
29858	people	motivate	5
29859	execution	performance	6
29860	discussion	conclusion	3
29861	unconventional	approach	3
29862	facilitate	leadership	3
29863	effective	management	5
29864	manager	engage	13
29865	mind	house	3
29866	term	predict	4
29867	engage	style	3
29868	military	police	3
29869	new	product	3
29870	observe	interactive	3
29871	company	performance	4
29872	president	kennedy	3
29873	satisfaction	life	7
29874	task	require	15
29875	value	need	7
29876	country	share	4
29877	basic	growth	5
29878	difference	personalize	3
29879	admire	respected	3
29880	related	perception	6
29881	response	follower	6
29882	follower	arousal	5
29883	organization	explore	4
29884	increase	experience	4
29885	accomplish	team	6
29886	relational	theory	3
29887	make	contribution	3
29888	share	understanding	23
29889	participation	follower	3
29890	prejudice	leadership	3
29891	performance	develop	3
29892	lead	leader	12
29893	leadership	fail	6
29894	knowledge	performance	4
29895	individual	view	18
29896	exercise	increase	3
29897	characteristic	people	11
29898	embrace	leadership	3
29899	improve	school	13
29900	leader	narcissistic	3
29901	validate	theory	3
29902	point	future	4
29903	develop	effective	8
29904	performance	superior	5
29905	identification	solution	6
29906	increase	sale	3
29907	expect	effective	3
29908	relationship	hypothesize	3
29909	masculinity	femininity	18
29910	need	work	4
29911	leader	spend	5
29912	propose	employee	3
29913	standard	behavior	3
29914	lead	individual	13
29915	constructionist	ontology	3
29916	difference	human	5
29917	incorporate	leader	4
29918	affect	attitude	4
29919	psychology	organizational	4
29920	manager	lack	3
29921	mediate	link	4
29922	organizational	team	9
29923	groupthink	model	4
29924	responsibility	risk	3
29925	approach	intend	3
29926	property	multi	3
29927	theoretical	knowledge	4
29928	economic	power	5
29929	truth	multiple	3
29930	define	focus	3
29931	graen	argue	4
29932	distinguish	task	3
29933	student	participant	5
29934	focus	culture	3
29935	experience	tacit	3
29936	problem	conducive	4
29937	analysis	use	3
29938	younger	employee	4
29939	manager	strong	3
29940	report	paper	3
29941	contractual	agreement	3
29942	possibility	woman	5
29943	discussion	follower	3
29944	lead	strategic	3
29945	fairness	affect	3
29946	subordinate	moderate	3
29947	organization	diversity	3
29948	believe	outcome	3
29949	researcher	view	3
29950	invoke	strong	4
29951	distinct	source	3
29952	nature	high	3
29953	hope	faith	17
29954	hold	manager	3
29955	determine	leadership	10
29956	regeneration	increase	11
29957	theory	rest	8
29958	follower	difference	4
29959	program	reflect	3
29960	need	enable	6
29961	strategic	human	13
29962	growth	provide	3
29963	previous	knowledge	4
29964	ongoing	multiple	3
29965	positive	approach	9
29966	design	support	5
29967	high	influence	5
29968	collect	collaborative	3
29969	recognize	rewarding	4
29970	learn	high	3
29971	reflect	intend	3
29972	people	culture	8
29973	previous	propose	3
29974	dimension	theoretical	3
29975	theory	direct	7
29976	publish	work	5
29977	member	leadership	19
29978	management	scholar	10
29979	difference	organizational	8
29980	display	behaviour	4
29981	range	restriction	11
29982	leader	matter	3
29983	sense	people	3
29984	related	experience	6
29985	element	expect	4
29986	leadership	task	29
29987	focus	form	3
29988	receive	high	5
29989	uncertain	situation	7
29990	construct	competitive	3
29991	teacher	support	5
29992	organization	public	4
29993	ensure	employee	10
29994	component	suggest	3
29995	fitness	report	3
29996	personal	motive	5
29997	business	lead	3
29998	generate	good	3
29999	function	ability	3
30000	link	intelligence	3
30001	insight	structure	3
30002	identify	situation	6
30003	perception	woman	3
30004	model	male	4
30005	generate	behavior	3
30006	define	stress	3
30007	scientific	definition	3
30008	relational	demography	22
30009	member	manager	6
30010	business	government	6
30011	greater	intrinsic	4
30012	collective	team	26
30013	gain	status	3
30014	score	woman	3
30015	relationship	consistent	6
30016	draw	discussion	4
30017	motivation	high	3
30018	affect	stage	3
30019	attitude	authority	3
30020	demand	situation	6
30021	previous	model	5
30022	closure	time	5
30023	resource	network	4
30024	people	form	4
30025	control	complex	4
30026	build	endure	3
30027	shift	follower	5
30028	construe	influence	3
30029	alternative	job	3
30030	heroic	model	5
30031	investigate	antecedent	4
30032	language	communication	4
30033	examine	outcome	7
30034	behavior	attribution	13
30035	context	firm	3
30036	coordination	control	3
30037	view	state	6
30038	employee	positive	10
30039	stress	affective	36
30040	strong	theoretical	9
30041	original	intent	3
30042	finding	strong	4
30043	organization	formalize	4
30044	view	structure	10
30045	relationship	firm	5
30046	account	individual	6
30047	behaviour	perform	4
30048	group	clear	6
30049	innovative	practice	3
30050	organization	suggest	11
30051	leadership	adaptive	4
30052	performance	norm	6
30053	prediction	model	6
30054	emerge	analysis	4
30055	stimulate	enthusiasm	3
30056	organization	deal	4
30057	model	interesting	3
30058	suggest	value	5
30059	directiveness	encourage	3
30060	model	value	4
30061	physical	social	3
30062	manager	control	4
30063	leadership	concern	6
30064	argue	human	7
30065	intrapsychic	coping	3
30066	overlap	authentic	4
30067	function	organizational	5
30068	organization	business	5
30069	plan	schedule	3
30070	chinese	organization	10
30071	suggest	social	7
30072	advance	understanding	10
30073	model	social	79
30074	extend	previous	16
30075	position	actor	3
30076	leader	diagnosis	3
30077	develop	focus	3
30078	situation	contribute	3
30079	expect	focus	5
30080	structure	support	8
30081	leadership	burnout	16
30082	leadership	performance	4
30083	process	center	4
30084	group	history	7
30085	focus	role	29
30086	larger	coordinate	3
30087	give	greater	5
